,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,76,28,7,3,4,68,77,49,23,50,53,6,14,90,35,76,75,1,77,14,3
1,2,83,90,36,63,36,34,31,64,97,19,87,51,81,85,7,74,46,31,33,28,6
2,3,60,90,60,89,80,26,98,57,5,97,69,66,45,38,76,69,54,76,54,48,1
3,4,61,97,43,71,71,68,3,29,75,59,60,85,55,56,85,98,21,30,70,52,5
4,5,44,33,44,19,71,92,35,54,59,1,38,21,81,68,88,58,55,57,98,69,2
5,6,26,45,23,70,10,60,28,29,3,69,49,45,53,69,36,72,55,31,50,37,10
6,7,47,11,77,84,73,27,73,23,57,79,69,90,80,5,98,29,21,82,27,5,8
7,8,92,20,89,44,94,65,98,69,96,39,38,21,67,91,75,97,96,35,75,51,3
8,9,81,18,21,43,40,31,18,71,82,68,16,1,34,45,46,21,27,41,73,89,9
9,10,9,16,77,63,48,20,15,31,44,16,15,6,66,16,23,83,20,29,18,90,7
10,11,94,31,20,67,99,48,60,9,42,38,58,2,56,37,62,14,81,47,94,82,4
11,12,37,11,56,67,16,63,95,37,97,89,52,6,99,64,27,5,31,24,94,54,2
12,13,33,28,67,77,69,64,23,30,51,88,51,34,70,84,47,46,92,18,18,86,4
13,14,57,97,25,39,54,71,92,69,88,73,56,98,89,60,51,83,72,33,18,33,1
14,15,74,65,64,78,48,48,96,65,92,24,62,95,36,32,35,84,29,5,72,14,7
15,16,19,19,27,81,52,56,48,57,7,34,9,71,15,55,95,50,4,65,54,38,9
16,17,84,36,24,12,6,50,45,27,8,76,35,96,4,49,35,30,75,29,29,64,5
17,18,58,85,46,68,47,93,17,62,42,18,57,69,59,33,50,6,50,3,90,52,10
18,19,55,64,65,73,91,78,44,92,69,83,77,72,72,10,94,33,52,69,60,49,10
19,20,35,83,83,70,98,94,58,64,43,16,48,67,3,75,51,91,39,33,76,56,2
20,21,21,57,74,4,42,9,25,53,99,19,31,32,79,93,84,13,88,53,9,72,3
21,22,65,63,32,25,26,81,39,40,75,93,85,1,47,82,11,31,96,53,16,62,9
22,23,10,35,74,1,35,77,9,97,31,54,79,74,49,62,65,25,30,91,50,80,4
23,24,11,97,96,17,19,95,63,5,4,26,76,90,98,38,97,99,63,51,73,22,9
24,25,49,76,40,58,33,67,81,93,36,28,22,40,60,90,21,44,55,13,98,53,2
25,26,5,39,14,67,16,52,53,85,47,33,41,13,77,8,54,2,95,82,12,4,1
26,27,8,42,6,74,81,72,89,26,32,62,22,49,78,10,18,5,99,5,29,88,3
27,28,37,8,53,52,30,34,74,83,29,85,92,51,91,73,9,44,92,26,84,12,9
28,29,86,20,82,85,94,6,8,58,37,17,21,3,83,88,61,72,87,49,10,87,7
29,30,12,46,29,18,83,39,68,50,87,14,20,29,83,65,7,29,37,94,93,35,7
30,31,9,1,62,82,90,47,90,40,14,90,13,42,69,78,78,36,22,75,85,69,8
31,32,70,96,6,13,87,2,40,46,88,74,30,28,94,82,44,31,17,82,76,56,1
32,33,30,8,20,63,82,75,58,55,17,81,63,30,51,75,94,35,55,84,93,7,7
33,34,13,45,78,34,70,42,32,2,47,50,41,54,97,19,62,36,52,22,10,61,9
34,35,97,20,54,82,93,69,71,45,97,17,84,17,54,14,93,38,73,70,54,53,2
35,36,5,87,16,16,64,54,4,18,11,26,88,58,18,62,11,95,35,16,77,21,3
36,37,34,48,7,70,55,55,39,48,32,77,94,42,2,40,71,6,27,28,16,31,1
37,38,65,52,22,61,86,6,71,67,41,95,33,95,95,30,56,27,81,56,56,67,10
38,39,37,37,43,97,26,60,70,95,87,39,47,94,54,36,16,52,85,26,92,37,9
39,40,57,65,27,23,9,65,36,69,98,81,54,73,96,54,72,69,85,21,87,60,2
40,41,96,10,52,75,60,18,46,71,68,42,33,32,52,75,28,59,32,43,94,51,8
41,42,46,56,15,73,89,87,15,74,23,3,16,82,13,40,77,54,98,23,99,47,6
42,43,61,27,81,33,53,12,67,46,28,52,91,33,73,1,57,24,5,29,78,51,5
43,44,32,66,82,36,42,10,89,6,42,78,51,29,65,44,38,87,52,64,54,13,5
44,45,79,37,31,11,57,10,84,80,26,88,98,98,94,19,3,86,35,63,84,15,6
45,46,87,35,22,83,60,20,23,41,19,25,81,79,52,85,38,36,36,41,29,99,8
46,47,49,37,35,89,7,38,28,64,76,54,6,83,60,55,43,94,50,73,76,54,5
47,48,93,9,7,27,27,60,95,38,32,89,53,6,41,82,39,12,37,93,30,3,4
48,49,87,17,95,68,17,65,36,52,22,66,57,16,69,58,90,45,91,36,19,86,2
49,50,18,41,24,61,72,58,47,57,72,85,29,2,8,58,22,43,24,52,10,8,7
