,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,38,38,46,46,13,24,3,54,18,47,4,42,8,66,50,46,62,36,19,19,7
1,2,77,17,7,63,28,47,46,65,63,12,16,24,14,51,34,56,29,59,92,79,2
2,3,58,76,96,45,38,76,58,40,10,34,48,40,37,23,41,26,55,70,91,27,3
3,4,79,92,20,31,50,94,53,45,62,35,80,44,29,61,77,52,42,57,17,40,5
4,5,34,10,12,93,5,99,29,11,80,18,59,10,46,72,49,56,81,20,46,32,6
5,6,24,12,30,45,30,20,77,52,86,56,53,24,62,7,40,99,75,31,45,84,5
6,7,99,48,79,14,8,16,94,90,91,20,23,36,71,5,77,83,23,67,92,42,3
7,8,77,94,52,33,15,57,90,83,82,24,74,54,98,95,69,87,57,92,39,17,2
8,9,33,32,67,23,43,83,73,70,85,10,3,8,92,50,4,13,23,1,82,18,5
9,10,20,62,6,62,7,6,5,80,66,90,69,76,66,44,38,15,16,56,90,48,1
10,11,11,20,92,67,97,46,26,4,37,50,33,16,87,6,48,34,48,48,51,63,7
11,12,51,55,72,53,22,37,89,12,11,32,60,46,30,38,29,69,7,24,42,57,4
12,13,25,49,10,24,45,67,31,47,38,92,45,8,63,53,96,89,6,32,31,49,5
13,14,59,98,35,55,16,73,55,13,72,20,25,27,86,52,7,33,7,95,99,8,6
14,15,96,31,42,9,45,40,83,19,25,37,29,53,57,56,46,89,85,41,59,58,9
15,16,82,64,30,31,84,96,17,72,87,72,92,43,3,79,58,84,69,2,48,65,4
16,17,41,57,21,41,3,72,78,95,12,45,51,72,67,10,21,29,66,38,81,73,6
17,18,94,69,62,58,82,20,43,65,17,66,64,9,16,84,82,21,92,95,97,25,5
18,19,24,26,7,98,84,19,94,18,33,7,81,92,60,13,15,52,3,62,60,83,9
19,20,22,2,76,48,19,52,80,69,54,64,9,13,83,16,82,21,65,58,59,31,2
20,21,43,64,33,78,17,79,96,50,35,14,82,87,47,83,11,94,15,77,47,57,7
21,22,13,87,52,11,52,15,69,71,50,48,73,36,52,12,12,12,54,20,88,28,4
22,23,19,39,45,60,64,67,42,44,4,79,58,65,40,11,69,51,46,41,71,52,5
23,24,26,43,31,11,35,18,16,71,7,76,21,2,95,77,66,54,65,70,45,44,1
24,25,98,96,7,3,75,18,69,81,15,12,34,34,18,81,44,63,2,56,43,42,8
25,26,89,76,64,40,29,97,77,74,9,36,39,39,21,69,15,78,95,17,34,45,2
26,27,9,17,76,5,82,83,93,12,94,37,84,86,49,14,69,20,27,65,84,27,10
27,28,35,33,51,26,5,59,80,98,18,27,43,17,59,65,27,29,56,61,16,87,1
28,29,15,24,19,32,90,14,34,78,60,59,41,34,58,55,71,42,35,34,22,87,7
29,30,17,40,41,94,41,37,65,70,74,24,41,42,66,49,83,63,91,82,84,28,8
30,31,20,84,32,52,62,44,50,32,55,61,98,1,90,36,35,88,64,16,84,84,8
31,32,14,60,20,34,38,47,50,21,65,58,54,44,32,16,30,56,87,66,79,29,8
32,33,15,24,96,45,65,27,60,85,84,58,99,90,23,45,88,15,49,15,1,65,1
33,34,3,8,50,51,55,91,29,78,52,45,89,35,98,25,51,4,61,78,83,86,7
34,35,17,63,30,68,67,14,67,66,57,46,60,39,19,27,49,97,66,98,29,37,8
35,36,76,67,2,7,37,68,45,19,98,55,60,91,61,4,12,64,18,3,42,18,5
36,37,80,82,23,28,20,25,58,40,36,11,99,51,89,28,30,74,27,61,68,52,2
37,38,99,88,87,73,86,23,97,84,39,52,4,55,30,17,15,49,27,16,10,55,10
38,39,85,26,56,94,81,52,20,60,30,98,64,11,25,42,22,32,92,73,58,57,2
39,40,70,9,41,9,32,38,60,19,2,28,38,97,63,54,94,41,60,66,25,91,1
40,41,49,54,41,61,18,63,64,50,31,61,97,24,48,28,17,23,12,57,16,8,3
41,42,59,47,38,26,31,77,51,25,33,24,78,62,80,34,6,92,95,30,24,17,9
42,43,84,24,77,97,6,48,18,16,39,79,30,68,76,71,63,49,71,29,97,31,8
43,44,41,47,65,46,37,73,15,13,2,76,38,9,15,93,17,43,62,36,21,18,8
44,45,38,89,78,8,46,76,85,19,42,7,63,64,75,6,26,65,78,70,91,31,9
45,46,31,23,10,13,42,62,25,32,8,43,44,62,67,16,75,69,39,64,14,51,8
46,47,25,18,36,11,12,72,86,14,29,18,40,91,24,95,34,56,75,36,39,96,2
47,48,77,37,40,21,13,50,73,20,39,80,50,21,77,6,28,27,9,7,33,35,3
48,49,94,55,68,65,8,46,86,95,26,92,94,6,93,29,10,76,95,26,12,61,8
49,50,47,91,39,36,69,15,2,61,2,81,54,3,87,40,75,64,94,82,68,31,8
50,51,70,75,26,91,56,79,16,66,28,83,22,65,19,25,49,43,60,85,26,47,7
51,52,5,38,65,70,87,62,36,57,47,74,69,52,85,19,6,24,68,59,71,34,6
52,53,33,9,99,78,22,45,78,12,2,3,18,39,65,21,23,42,63,41,97,19,3
53,54,24,96,49,78,77,32,59,99,5,43,43,5,32,85,56,39,42,53,21,7,10
54,55,81,77,78,37,93,23,15,42,19,48,25,18,79,98,80,16,16,96,82,12,6
55,56,43,37,51,77,33,35,46,25,68,49,33,18,71,79,43,38,41,30,89,14,10
56,57,30,64,98,43,54,8,71,67,10,45,26,21,74,80,49,38,99,18,37,8,9
57,58,55,97,3,4,72,2,60,64,48,95,49,76,10,28,99,15,36,83,73,9,4
58,59,59,31,65,11,17,25,83,93,16,76,20,38,45,93,89,28,68,10,95,10,7
59,60,15,40,77,80,55,74,9,18,36,84,13,39,4,45,91,39,11,78,31,88,9
60,61,63,77,14,18,41,90,81,49,81,81,76,20,29,99,78,93,81,94,41,31,2
61,62,92,45,84,94,56,62,42,29,77,34,6,99,61,73,31,42,26,86,59,51,4
62,63,29,47,30,82,28,73,60,8,62,46,90,38,79,76,16,24,68,61,91,77,4
63,64,54,36,66,36,41,90,20,13,74,52,88,35,54,45,99,13,56,98,14,87,10
64,65,26,27,51,27,66,66,17,95,20,38,99,30,34,68,81,16,8,33,14,29,4
65,66,52,27,78,15,92,45,23,1,48,29,5,79,65,20,27,96,42,61,84,29,9
66,67,86,75,54,24,83,57,12,50,51,36,81,51,82,45,64,21,33,90,38,21,10
67,68,88,33,44,71,85,97,80,30,46,3,6,18,8,64,82,5,58,81,33,27,8
68,69,28,73,81,12,47,13,41,7,32,93,2,17,93,2,31,27,94,84,81,77,6
69,70,75,57,27,20,51,73,30,30,40,18,51,85,44,27,10,83,95,68,28,97,7
70,71,36,1,93,6,41,6,23,23,15,53,18,21,58,46,75,84,85,37,61,52,2
71,72,36,19,14,65,11,49,77,80,18,39,94,47,18,41,3,91,61,5,9,11,10
72,73,13,48,91,34,61,51,47,86,89,64,52,62,10,54,4,73,88,26,68,58,5
73,74,50,3,23,81,64,90,48,44,24,46,3,21,81,58,74,99,45,57,50,87,5
74,75,7,20,27,77,95,18,82,10,96,22,98,34,21,60,57,44,78,1,87,47,4
75,76,5,27,80,41,53,51,63,50,7,31,5,16,74,14,4,74,17,51,6,23,9
76,77,76,71,53,88,27,91,57,8,2,91,77,13,43,72,58,15,78,42,7,46,7
77,78,45,52,8,93,47,99,68,38,44,62,96,71,29,76,17,35,65,53,35,33,7
78,79,46,1,3,70,19,12,53,27,35,51,75,79,91,28,74,73,41,13,63,5,3
79,80,22,11,39,31,49,42,40,82,56,39,48,70,91,85,19,60,11,37,16,24,2
80,81,37,6,14,26,55,8,73,52,66,38,63,47,48,58,5,38,51,2,20,78,5
81,82,91,56,19,84,55,51,91,47,24,28,77,35,19,27,2,58,18,29,12,24,1
82,83,45,84,79,42,15,84,43,63,46,78,47,72,54,66,1,94,18,32,10,86,3
83,84,14,33,57,35,11,20,61,57,4,8,91,75,78,73,41,47,7,55,44,82,4
84,85,74,71,10,93,85,63,46,4,12,51,91,82,39,14,82,53,80,23,77,62,1
85,86,53,58,13,98,74,36,5,68,4,45,50,79,65,94,96,74,16,75,91,83,10
86,87,95,85,27,90,76,79,44,18,84,36,29,33,88,28,11,23,89,60,27,80,4
87,88,9,70,86,22,30,27,39,77,11,23,80,63,64,64,77,81,63,53,35,69,10
88,89,20,82,33,88,69,67,1,68,20,83,83,94,31,88,7,88,69,26,91,15,7
89,90,11,28,52,84,60,14,21,61,97,96,43,19,78,71,37,90,82,33,63,10,4
90,91,30,30,17,66,55,59,18,64,13,47,91,27,54,52,6,57,31,97,50,24,5
91,92,75,90,67,69,37,58,85,74,1,36,71,90,65,98,49,1,52,34,68,54,1
92,93,32,94,62,29,38,72,35,42,85,26,35,24,4,26,34,55,78,45,94,21,5
93,94,5,77,36,78,60,30,77,80,99,76,10,16,65,28,16,21,96,51,50,82,10
94,95,24,85,61,40,51,30,93,1,31,75,76,55,90,14,66,28,57,25,58,68,4
