,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,79,62,17,74,9,63,28,31,81,8,77,16,54,81,28,45,78,76,66,48,1
1,2,31,85,87,19,10,42,63,2,83,17,79,6,59,1,81,5,37,52,28,32,6
2,3,3,69,39,84,20,19,8,31,63,12,68,66,56,4,92,79,28,30,34,90,6
3,4,86,8,17,95,15,91,32,10,39,48,17,6,35,46,60,25,14,32,33,77,9
4,5,45,6,15,48,95,83,1,8,87,17,65,9,91,45,38,95,76,6,23,53,9
5,6,70,83,61,92,30,89,98,93,80,71,36,21,50,73,33,83,14,93,19,53,7
6,7,82,23,59,84,93,84,50,5,83,37,42,21,33,11,32,16,23,71,10,64,1
7,8,95,15,67,58,20,65,9,9,72,13,21,60,73,75,87,73,33,16,70,36,9
8,9,63,44,1,3,3,92,66,46,88,2,24,51,87,20,55,25,65,78,74,2,5
9,10,10,65,24,40,69,82,92,37,98,88,70,37,19,35,31,78,98,36,30,2,9
10,11,83,21,1,35,79,52,31,41,75,70,80,54,20,47,27,86,90,58,18,95,6
11,12,65,29,9,15,65,32,46,6,27,42,84,29,76,36,84,56,4,24,4,96,9
12,13,3,55,94,39,19,72,65,36,38,2,31,92,32,94,7,8,36,79,10,8,4
13,14,90,91,55,32,15,5,86,75,69,97,82,68,80,18,88,12,31,27,9,52,6
14,15,62,85,53,75,26,10,32,40,60,23,81,59,45,16,16,96,78,82,58,47,5
15,16,20,46,93,84,52,86,17,97,27,95,31,94,79,15,99,9,58,82,41,60,4
16,17,59,11,7,59,74,55,94,34,25,19,21,47,90,6,77,46,80,25,39,13,7
17,18,2,6,18,12,89,57,84,27,43,58,88,49,9,11,40,4,45,69,95,56,4
18,19,95,32,27,97,14,77,55,84,11,34,98,65,37,61,1,73,25,27,6,30,1
19,20,64,19,56,77,7,46,86,47,59,63,3,23,96,77,56,39,6,50,59,16,4
20,21,87,49,19,60,96,54,19,37,37,68,10,48,1,73,82,65,26,61,37,79,10
21,22,6,14,74,70,78,34,65,4,95,46,71,59,53,68,12,66,22,9,32,48,5
22,23,78,79,83,67,99,99,85,21,60,58,34,54,97,2,71,91,79,18,27,33,3
23,24,32,90,50,70,42,77,80,39,80,82,39,44,29,18,17,74,55,46,35,91,1
24,25,68,70,71,91,19,76,95,30,34,95,94,30,48,56,22,71,17,16,84,92,9
25,26,71,72,42,14,62,1,47,66,87,81,49,4,78,61,17,12,2,98,58,10,6
26,27,51,17,62,66,31,70,55,47,86,11,59,98,83,43,39,35,19,44,57,77,10
27,28,8,48,63,94,52,25,37,16,65,50,1,7,27,5,82,13,96,64,99,62,4
28,29,95,92,76,63,52,3,97,20,8,77,67,57,1,58,32,87,75,38,65,52,1
29,30,13,60,26,40,34,25,8,69,82,70,70,82,21,87,2,75,71,49,56,52,2
30,31,98,40,1,31,43,88,72,5,63,26,18,51,64,18,74,2,23,34,28,83,8
31,32,30,3,63,56,11,91,54,89,55,10,76,50,17,67,74,30,61,2,78,22,8
32,33,26,61,27,15,69,32,17,51,71,93,17,68,51,77,54,62,71,50,70,21,5
33,34,7,22,39,95,14,93,16,64,47,20,19,62,23,47,61,87,16,34,94,79,3
34,35,83,19,13,41,63,37,8,89,59,79,59,36,11,61,31,89,29,77,99,94,4
35,36,90,43,97,43,92,46,49,36,26,21,95,39,74,57,77,6,65,98,10,53,1
36,37,47,16,83,17,4,22,68,67,93,84,37,5,34,55,28,48,9,97,27,90,4
37,38,75,17,23,69,68,37,86,17,2,97,92,42,73,96,74,32,87,4,53,7,10
38,39,63,30,31,91,30,43,52,81,55,8,77,47,7,74,73,41,87,98,8,26,1
39,40,37,33,45,37,46,87,9,17,12,88,55,70,65,63,20,45,19,51,59,36,9
40,41,15,19,16,30,64,95,15,64,97,28,14,28,37,7,1,28,89,85,68,24,4
41,42,86,18,38,79,54,1,44,57,28,26,35,72,73,69,72,43,8,64,5,59,8
42,43,64,41,38,20,42,26,19,94,20,43,30,19,1,41,77,26,18,32,54,36,7
43,44,72,11,8,81,44,2,99,85,7,17,45,40,68,42,48,58,37,31,94,59,5
44,45,79,38,67,68,93,49,68,49,63,70,6,24,49,47,52,92,55,25,53,92,2
45,46,31,51,38,98,42,54,33,43,17,54,7,91,78,27,8,59,19,60,95,5,4
46,47,77,25,25,85,37,85,56,49,36,68,62,76,66,77,51,6,19,32,46,82,5
47,48,95,26,32,30,42,47,33,66,7,70,8,32,74,71,18,13,76,63,15,32,10
48,49,86,9,99,9,40,47,11,8,95,29,76,11,85,54,7,59,65,64,32,8,3
49,50,49,46,77,73,88,51,1,98,83,41,80,17,13,62,46,91,24,52,21,67,1
50,51,9,86,71,25,9,14,66,17,85,11,94,75,30,79,14,31,53,91,64,16,3
51,52,68,23,90,43,10,96,59,25,91,18,42,77,9,21,18,85,51,38,5,19,3
52,53,31,97,23,44,89,69,28,87,26,70,4,9,97,47,56,52,45,11,72,46,2
53,54,23,92,31,57,47,46,34,92,43,39,95,26,35,39,5,89,61,96,98,98,1
54,55,53,45,72,48,7,58,88,19,14,21,31,13,34,61,97,79,76,61,20,74,2
55,56,18,70,21,23,5,50,91,71,66,94,66,66,89,83,18,71,97,60,81,90,7
56,57,75,90,16,41,34,65,45,97,98,60,96,34,35,32,34,84,97,96,25,96,3
57,58,66,15,5,36,40,17,87,49,43,4,66,33,79,81,4,66,24,67,72,49,3
58,59,14,40,57,8,31,67,66,70,30,96,99,18,80,32,69,25,78,83,74,83,1
59,60,57,60,61,57,23,55,48,36,43,66,54,94,9,42,38,70,94,9,6,73,6
60,61,36,97,86,62,79,72,26,20,88,40,90,82,82,26,43,5,38,3,57,22,4
61,62,39,1,24,43,54,29,19,83,86,91,17,51,60,11,2,80,57,71,86,2,2
62,63,38,56,98,7,92,48,73,52,52,36,55,66,18,81,11,65,1,33,94,2,5
63,64,2,43,22,37,70,68,66,61,51,81,86,34,68,8,93,73,39,71,94,72,6
64,65,82,78,17,54,50,84,98,8,35,79,38,33,30,72,51,80,15,85,79,26,4
65,66,43,38,32,95,88,68,59,55,59,56,52,85,39,12,21,76,91,22,13,26,10
66,67,17,79,13,75,69,73,51,99,29,7,36,36,64,43,32,20,17,93,47,98,5
67,68,74,53,26,47,21,68,91,9,84,98,4,58,68,75,23,71,18,34,96,29,2
68,69,6,42,44,34,6,44,28,31,12,94,50,65,77,86,15,94,26,50,8,24,3
69,70,82,19,58,9,32,47,49,2,58,17,23,64,21,65,31,67,46,4,16,60,2
70,71,77,63,78,15,42,66,13,9,23,41,3,6,68,7,38,80,21,47,66,48,8
71,72,39,99,85,9,15,42,29,61,46,19,15,51,53,7,7,4,19,40,88,20,1
72,73,56,80,50,54,15,82,71,53,63,21,10,93,9,1,85,62,11,70,1,61,3
73,74,45,40,76,11,11,25,13,22,62,31,24,76,16,54,8,36,64,41,55,36,7
74,75,30,54,60,50,48,76,18,31,21,61,38,63,8,78,7,12,6,80,66,72,1
75,76,38,90,28,77,32,33,5,57,28,95,76,93,2,56,44,36,63,98,59,7,7
76,77,75,8,72,5,24,43,74,22,93,78,23,61,4,92,82,55,89,19,85,56,3
77,78,24,55,34,3,25,19,42,80,24,20,17,76,73,22,74,5,97,12,71,27,2
78,79,7,18,73,43,60,94,58,66,28,56,12,46,15,36,68,93,36,4,74,38,6
79,80,24,97,76,96,96,84,3,41,3,47,26,67,85,75,15,35,35,35,67,89,6
80,81,15,69,82,24,47,66,33,25,24,22,46,60,19,94,66,6,76,24,69,41,1
81,82,20,9,55,19,95,14,15,21,40,75,67,76,71,20,3,70,47,29,3,81,2
82,83,3,68,25,39,32,66,35,80,5,47,23,16,70,78,76,82,79,39,63,45,9
83,84,89,43,15,35,27,96,57,47,98,45,60,11,6,86,32,72,3,5,78,21,3
84,85,75,17,98,12,96,18,95,87,59,10,36,44,57,37,28,73,41,43,20,16,1
85,86,79,75,35,1,46,63,30,62,58,71,19,28,80,60,79,44,66,91,15,26,7
86,87,78,97,70,31,84,52,63,38,60,10,20,97,53,23,80,66,29,43,48,21,7
87,88,77,88,35,45,13,56,66,73,21,86,11,27,18,3,27,64,67,40,6,77,10
88,89,35,81,17,65,21,84,74,86,3,4,1,88,23,84,82,48,53,24,35,58,10
89,90,15,83,85,95,17,7,18,9,98,19,93,68,80,79,99,59,69,68,34,84,4
90,91,58,65,86,98,10,36,49,2,82,39,14,55,8,8,42,38,6,52,54,40,5
91,92,85,89,25,95,58,36,21,94,28,76,98,62,20,65,51,82,9,4,78,20,8
92,93,37,4,33,81,54,86,17,26,18,77,1,68,48,4,88,70,18,9,4,56,10
93,94,85,77,96,45,79,47,81,66,71,75,10,40,53,29,44,37,23,26,23,46,6
94,95,38,51,89,14,35,38,43,69,14,89,31,87,8,15,47,55,45,53,3,99,5
95,96,16,85,79,90,38,61,12,23,5,19,16,20,55,36,5,74,75,59,68,37,6
96,97,2,47,22,46,98,56,95,80,63,96,97,74,79,33,35,27,72,87,65,70,5
97,98,60,62,59,67,57,62,1,29,17,11,34,81,15,61,41,12,46,25,41,83,3
98,99,20,60,29,66,88,99,75,38,8,9,61,6,79,37,70,76,51,70,42,40,10
99,100,19,53,15,63,54,35,78,95,32,43,48,64,62,92,97,44,57,40,92,4,4
