,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,41,16,73,23,44,83,76,8,35,50,96,76,86,48,64,32,91,21,38,40,9
1,2,68,5,43,52,39,34,59,68,70,89,69,47,71,96,84,32,67,81,53,77,10
2,3,51,5,91,64,80,50,40,47,9,51,16,9,18,23,74,58,91,63,84,97,3
3,4,44,33,27,9,77,11,41,35,61,10,71,87,71,20,57,83,2,69,41,82,8
4,5,62,71,98,19,85,91,88,23,44,53,75,73,91,92,97,17,56,22,44,94,4
5,6,81,41,71,75,38,60,18,16,31,78,27,40,64,21,23,60,50,28,1,63,10
6,7,41,59,93,37,64,76,51,74,8,50,83,2,80,92,97,50,41,47,60,74,9
7,8,79,95,96,33,17,22,44,59,99,22,50,64,84,93,52,98,9,87,89,12,8
8,9,2,44,70,60,64,8,81,93,80,18,38,58,32,35,81,43,49,37,23,20,7
9,10,96,18,46,73,38,10,22,37,40,84,91,37,41,20,57,9,79,50,52,28,3
10,11,68,80,3,23,6,6,83,94,13,93,7,45,6,17,70,53,63,27,84,26,6
11,12,37,16,86,19,23,94,15,65,70,88,34,72,97,83,94,80,29,21,91,81,10
12,13,7,39,25,7,44,58,22,86,37,64,84,5,55,35,77,80,40,63,86,2,1
13,14,52,46,29,24,37,82,83,93,92,39,75,27,63,34,3,60,58,39,97,86,2
14,15,77,20,54,83,9,12,42,59,24,28,59,61,17,5,48,77,62,99,24,20,8
15,16,98,32,82,90,74,60,1,9,11,9,47,36,79,80,55,50,7,98,99,96,8
16,17,50,30,35,55,60,98,14,13,48,84,59,45,67,32,36,51,91,11,92,43,5
17,18,44,36,43,4,94,65,6,11,12,95,82,83,66,87,35,15,87,30,20,42,10
18,19,65,95,99,12,22,22,28,84,74,18,41,80,11,50,69,14,31,83,7,88,3
19,20,22,91,81,18,38,71,58,30,48,57,35,23,1,23,27,1,69,52,52,24,9
20,21,48,64,29,81,74,47,63,55,81,55,49,52,8,52,64,65,89,54,50,76,8
21,22,48,17,39,47,60,88,89,53,26,3,72,38,10,11,84,55,13,96,5,65,6
22,23,96,27,75,79,15,70,17,92,6,97,74,9,15,77,92,42,94,48,74,41,1
23,24,77,98,82,67,99,61,87,95,12,89,16,84,92,26,46,73,37,33,97,92,3
24,25,5,13,24,6,90,95,91,42,23,97,60,28,39,25,51,27,93,32,97,40,8
25,26,44,46,6,8,96,7,74,84,17,21,74,28,81,75,32,77,10,21,23,6,6
26,27,10,22,29,42,51,47,83,53,97,74,67,66,18,26,36,26,99,67,9,67,6
27,28,54,19,87,39,6,33,86,80,11,59,4,11,42,24,87,45,32,38,8,97,9
28,29,61,80,18,12,98,28,7,18,32,7,6,13,70,95,25,10,34,53,34,46,2
29,30,59,63,90,6,52,44,13,94,65,4,70,8,39,98,3,65,30,78,79,77,2
30,31,34,49,53,51,73,95,66,42,41,87,62,7,37,14,46,3,63,3,4,95,2
31,32,11,64,24,84,17,79,63,35,29,18,70,83,67,33,61,76,6,98,73,9,9
32,33,50,17,30,51,93,51,87,22,7,79,62,52,76,17,45,13,25,59,49,51,1
33,34,93,50,54,91,13,41,32,89,89,71,22,80,56,85,98,98,13,83,8,87,6
34,35,41,27,74,39,56,40,68,76,94,44,30,28,11,89,43,44,37,49,26,53,1
35,36,91,44,85,33,5,83,91,54,54,98,65,48,81,41,50,98,64,13,43,4,1
36,37,17,3,73,26,97,54,83,40,3,52,93,99,51,58,89,36,65,91,2,72,3
37,38,25,17,27,53,92,76,35,14,29,83,20,50,84,75,86,72,77,27,47,77,3
38,39,24,26,71,36,5,92,9,4,58,7,48,86,2,78,41,99,30,75,29,71,6
39,40,76,87,55,93,11,31,13,99,81,90,38,17,50,86,44,80,61,3,86,23,2
40,41,80,83,61,97,75,27,23,50,27,87,88,36,9,19,63,43,9,45,93,93,8
41,42,92,79,44,84,9,47,25,3,32,30,62,29,27,13,73,62,11,74,48,94,9
42,43,70,22,13,43,78,55,84,11,11,42,20,14,8,1,45,57,33,78,89,17,2
43,44,88,33,57,57,2,7,6,40,52,6,3,60,74,36,82,29,84,95,98,15,8
44,45,68,62,84,12,78,6,85,12,3,49,63,59,75,35,58,77,6,95,75,6,5
45,46,58,89,53,35,76,65,12,92,48,82,75,37,92,7,73,71,53,20,51,40,3
46,47,53,20,90,81,35,52,96,65,18,2,42,87,98,22,52,53,62,34,98,90,9
47,48,58,56,92,43,3,51,78,10,67,8,2,41,35,92,31,57,83,58,29,62,6
48,49,19,90,15,87,42,63,23,60,40,81,56,66,60,40,50,7,26,36,61,47,6
49,50,64,79,51,99,54,2,7,76,27,17,88,82,81,64,93,95,85,91,97,30,6
