,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,11,74,85,80,81,63,26,2,76,78,58,27,34,69,34,9,3,77,85,92,10
1,2,32,67,6,27,16,90,87,44,70,50,5,63,81,67,67,64,20,86,29,44,5
2,3,58,6,51,27,79,41,70,71,91,64,11,68,86,12,2,83,36,23,42,25,7
3,4,49,43,68,8,37,76,57,34,77,69,34,16,70,48,22,71,2,10,49,43,1
4,5,41,78,74,66,64,83,67,26,22,77,69,30,15,23,4,34,37,25,61,79,8
5,6,75,59,21,83,71,29,51,70,35,92,29,77,56,47,93,79,86,64,45,2,2
6,7,18,92,8,86,51,89,96,41,78,40,81,77,46,45,80,58,83,33,77,47,2
7,8,24,23,49,40,92,38,34,89,42,28,91,23,52,96,72,72,6,68,73,80,3
8,9,40,43,6,58,97,24,88,46,32,17,70,36,3,15,21,30,58,1,73,63,9
9,10,19,98,87,73,89,74,33,72,17,38,47,90,45,57,46,38,74,61,2,66,10
10,11,26,26,38,92,87,85,75,17,69,99,55,96,67,13,50,48,15,95,27,65,9
11,12,92,3,3,86,65,40,12,87,39,43,17,10,22,30,64,96,59,25,67,92,2
12,13,21,35,42,63,37,64,64,49,6,27,40,87,98,98,34,39,59,25,34,70,4
13,14,42,93,14,30,3,83,12,85,59,40,34,22,68,53,32,69,22,7,9,54,6
14,15,30,24,60,97,4,53,61,35,8,48,23,1,47,79,25,30,41,59,25,71,3
15,16,98,6,12,43,12,45,2,8,8,97,70,64,6,9,46,75,4,37,40,67,9
16,17,43,23,82,51,84,84,19,78,48,66,97,70,45,21,17,85,55,50,73,83,10
17,18,85,20,28,6,85,61,6,16,38,7,28,80,56,24,84,36,3,99,82,55,4
18,19,24,64,59,20,19,72,27,58,28,21,27,81,58,69,65,75,49,20,53,74,4
19,20,44,27,55,61,40,49,75,15,88,99,34,82,50,61,79,87,40,48,71,21,1
20,21,66,62,58,64,32,91,88,5,76,81,58,39,35,36,18,92,47,67,97,90,1
21,22,39,57,36,91,50,27,19,71,73,5,9,63,95,49,2,17,66,10,86,94,7
22,23,35,70,12,73,87,56,91,43,47,30,78,74,62,63,75,66,21,86,12,66,3
23,24,4,15,92,97,98,92,45,3,9,46,12,33,17,45,55,59,64,83,48,6,5
24,25,74,27,54,93,70,53,50,22,16,48,10,36,12,17,97,22,91,91,32,67,4
25,26,43,31,45,25,34,70,93,31,64,70,27,64,2,19,86,1,31,72,26,62,9
26,27,17,26,68,10,63,36,53,4,29,13,66,91,24,65,92,19,40,83,77,7,3
27,28,83,10,41,64,12,84,8,50,41,42,90,94,29,98,15,47,39,4,86,34,6
28,29,74,50,36,43,87,84,69,5,31,86,7,49,10,59,18,37,58,90,31,99,9
29,30,62,19,81,7,14,96,99,49,65,97,59,74,6,30,32,68,67,28,54,20,8
30,31,72,94,28,77,18,14,35,93,9,91,39,83,57,56,77,69,50,88,12,39,1
31,32,65,60,64,21,95,50,61,97,6,75,22,33,37,25,40,88,99,78,63,47,7
32,33,70,2,53,62,68,6,83,68,43,23,19,29,65,11,85,86,37,68,2,70,1
33,34,8,27,62,75,16,57,52,74,40,27,64,52,86,6,53,91,49,99,13,54,6
34,35,91,27,38,1,90,45,41,78,78,82,57,99,20,46,54,84,10,96,11,56,9
35,36,56,97,71,42,8,90,19,99,38,89,41,75,85,86,87,20,19,62,20,16,5
36,37,92,18,34,96,97,9,93,61,70,71,43,98,90,71,62,81,37,25,88,22,2
37,38,33,3,26,39,81,7,16,97,7,19,99,21,84,27,4,46,92,36,25,24,2
38,39,21,20,48,2,56,41,1,72,38,49,75,22,25,41,50,44,9,19,72,35,3
39,40,66,90,95,67,80,90,27,93,73,52,60,56,72,38,40,99,66,41,39,27,4
40,41,11,1,74,61,14,7,54,77,73,8,23,20,8,49,40,42,84,80,26,73,5
41,42,48,46,78,30,10,88,57,20,8,30,24,36,78,33,31,28,5,50,45,53,7
42,43,22,93,77,96,29,10,11,14,84,50,48,83,40,54,85,84,31,61,58,45,8
43,44,48,26,83,48,68,53,22,82,31,15,11,22,31,56,30,14,92,65,14,26,7
44,45,78,89,74,68,64,95,77,54,25,73,69,69,97,38,79,19,73,52,3,6,10
45,46,52,97,70,75,83,37,76,95,76,39,53,82,9,88,78,24,90,86,47,90,3
46,47,46,40,11,78,70,86,92,72,97,92,46,93,57,2,73,47,41,3,14,12,8
47,48,96,59,65,77,37,9,29,24,46,3,22,90,44,96,4,22,50,28,85,54,2
48,49,47,77,1,83,24,45,80,64,1,58,46,19,53,79,35,58,91,39,42,25,4
49,50,94,20,1,30,81,92,97,60,3,86,54,93,99,88,41,24,54,13,45,84,2
50,51,26,46,7,6,85,35,45,47,67,7,43,68,51,1,91,26,6,87,7,27,7
51,52,58,76,73,62,64,55,32,5,34,63,5,4,20,11,40,99,19,71,90,42,3
52,53,32,11,51,62,37,80,16,7,61,69,36,61,88,88,29,75,9,17,66,80,8
53,54,16,14,93,89,75,95,41,66,30,80,14,75,2,12,78,18,64,54,5,64,7
54,55,63,53,78,75,5,6,78,65,64,44,59,71,71,76,46,61,17,59,80,49,10
55,56,59,39,16,26,15,12,19,88,48,70,26,7,13,70,43,28,79,9,67,74,1
56,57,82,80,29,71,8,95,31,92,87,32,33,46,83,73,14,38,15,36,7,71,5
57,58,96,49,75,63,83,67,85,7,52,30,10,28,4,76,57,36,90,64,32,54,3
58,59,73,46,24,54,9,34,65,14,14,66,41,26,72,33,27,47,93,71,74,98,8
59,60,51,5,25,27,66,29,51,50,5,73,18,93,23,41,79,81,75,40,67,64,3
60,61,64,62,70,78,10,77,89,45,7,87,35,10,27,62,84,47,13,29,77,37,7
61,62,86,39,44,12,31,55,66,33,21,81,9,15,52,36,58,19,78,60,5,15,4
62,63,21,97,27,31,91,60,53,29,72,75,91,30,6,68,92,79,61,18,30,71,2
63,64,87,87,50,25,40,22,7,70,58,56,57,6,69,71,31,56,9,36,53,90,10
64,65,33,46,40,87,12,78,15,57,14,40,35,11,49,49,86,5,32,69,46,78,9
65,66,59,75,75,49,43,88,19,20,62,87,93,96,28,60,65,28,1,58,43,42,6
66,67,71,70,28,47,98,6,78,32,29,91,27,91,45,94,14,10,3,53,23,75,6
67,68,95,39,27,94,87,79,4,37,4,4,10,88,39,64,71,22,89,21,86,45,4
