,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,91,16,96,29,91,10,21,76,23,72,35,97,41,86,91,27,84,17,63,17,8
1,2,8,99,7,27,14,76,59,26,4,75,76,62,78,84,58,95,33,11,7,76,8
2,3,19,4,78,18,44,17,19,80,91,60,72,76,30,46,7,64,79,25,19,94,2
3,4,34,79,43,95,4,19,71,53,23,15,5,28,76,9,7,27,80,83,79,11,1
4,5,34,86,18,41,83,43,61,85,31,37,9,49,20,49,96,54,11,39,10,61,1
5,6,61,24,53,97,77,79,96,55,82,74,28,40,88,10,15,32,57,57,59,80,10
6,7,28,51,75,70,3,58,24,96,26,42,10,67,16,66,31,89,50,41,12,70,1
7,8,1,59,87,38,69,19,10,58,15,36,76,24,30,61,98,3,20,87,46,86,9
8,9,85,85,61,46,25,76,56,66,83,52,13,37,42,75,97,96,86,32,68,77,1
9,10,43,3,40,97,87,80,8,12,86,28,72,24,38,55,34,7,13,37,93,7,1
10,11,65,8,47,3,27,71,51,76,20,41,76,71,98,74,23,81,81,45,42,67,8
11,12,36,88,50,75,28,95,51,2,22,6,7,42,69,83,11,65,5,76,16,55,10
12,13,12,5,23,7,60,45,74,12,19,53,65,56,65,37,49,96,59,40,38,55,9
13,14,93,6,27,16,92,56,11,70,18,80,49,86,39,55,87,39,72,34,24,78,2
14,15,47,44,25,31,65,34,5,94,37,78,28,71,35,98,33,6,94,40,17,37,3
15,16,72,60,76,88,85,34,22,69,7,19,33,25,21,9,73,50,63,30,76,84,8
16,17,17,55,54,74,83,67,31,55,66,45,96,44,59,36,41,22,1,22,90,84,1
17,18,38,19,99,84,37,1,41,44,29,96,26,46,82,40,27,65,34,32,40,12,3
18,19,24,52,94,71,71,49,44,63,40,83,17,22,39,62,68,86,97,65,88,6,7
19,20,44,79,1,23,83,26,89,73,93,58,43,9,62,16,67,51,96,4,47,28,1
20,21,56,65,76,22,80,31,81,16,8,68,80,86,41,10,67,82,33,52,20,93,2
21,22,40,77,56,73,79,6,49,5,81,63,35,52,27,20,56,86,23,5,51,13,10
22,23,96,85,51,90,69,13,73,25,42,27,40,48,50,83,51,85,59,25,26,16,6
23,24,62,2,75,7,77,98,99,61,7,17,47,90,29,7,19,84,3,10,53,85,3
24,25,43,66,8,8,59,44,68,39,69,52,58,91,15,59,67,9,1,23,39,82,7
25,26,68,16,38,3,86,25,14,43,68,97,15,51,1,18,42,8,80,94,36,54,3
26,27,49,72,22,84,56,11,52,1,98,74,60,34,75,94,27,8,8,22,82,82,6
27,28,68,64,34,38,77,44,99,18,3,19,93,21,29,78,71,66,71,76,32,73,3
28,29,54,36,35,41,96,3,66,47,42,41,90,75,74,69,69,35,10,29,21,38,7
29,30,47,40,5,52,51,32,26,71,7,90,55,43,75,66,25,28,24,51,48,40,4
30,31,22,68,82,71,49,48,25,72,69,88,77,33,13,46,63,80,64,18,53,52,7
31,32,16,85,27,84,98,69,75,4,4,73,72,83,77,29,88,39,48,81,83,99,5
32,33,2,92,5,60,90,33,25,35,4,4,26,13,76,34,56,24,34,76,71,50,5
33,34,61,80,77,30,52,9,68,89,66,96,49,82,1,32,62,95,48,44,61,43,4
34,35,78,61,82,72,98,28,18,17,86,43,46,92,47,71,18,94,82,98,92,14,8
35,36,92,39,45,43,5,2,93,55,60,67,61,78,31,60,24,30,74,51,64,24,4
36,37,10,12,51,13,58,46,44,78,80,51,51,2,89,6,92,64,96,40,96,50,1
37,38,25,94,54,35,81,85,72,85,43,9,92,80,8,94,50,30,18,16,45,69,6
38,39,77,37,64,39,94,38,25,90,27,48,3,39,66,49,35,85,10,11,39,95,10
39,40,1,66,81,72,31,90,31,81,36,1,83,16,44,50,59,45,44,64,24,99,2
40,41,82,40,90,35,82,88,4,44,22,97,4,22,67,49,55,93,18,29,83,78,6
41,42,2,48,66,30,35,83,43,47,52,22,71,67,19,46,31,32,29,14,87,10,9
42,43,43,83,52,82,23,22,82,98,84,83,98,5,10,37,87,4,65,39,73,93,5
43,44,83,35,74,45,3,81,70,87,39,92,73,50,11,73,52,60,66,21,98,90,3
44,45,8,79,38,52,55,98,73,61,9,44,51,53,78,1,58,62,47,24,25,75,6
45,46,16,62,19,89,88,21,99,87,83,6,31,86,96,1,5,51,88,46,91,48,7
46,47,13,39,49,8,62,92,91,47,83,19,16,68,26,97,33,95,56,23,79,6,6
47,48,36,7,18,13,39,96,57,85,90,92,51,97,97,2,69,58,89,65,40,95,8
48,49,62,19,23,23,76,69,35,73,90,66,58,83,69,35,83,26,28,70,23,13,8
49,50,51,14,89,60,60,95,94,81,88,62,29,75,39,70,23,9,95,28,25,71,5
