,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,83,49,75,17,99,26,59,27,67,47,55,78,75,74,76,53,3,33,20,22,4
1,2,20,12,87,76,2,19,25,29,12,41,77,59,23,35,53,6,52,89,86,50,3
2,3,25,46,72,8,7,80,87,39,84,11,25,23,62,63,37,95,20,6,1,86,4
3,4,48,90,46,42,3,82,29,60,73,38,14,48,6,60,26,66,17,27,72,60,6
4,5,27,54,37,23,98,68,58,51,36,21,49,37,61,63,5,92,7,62,84,44,2
5,6,4,26,17,37,30,26,10,51,67,83,74,29,40,25,64,75,29,56,57,92,3
6,7,48,77,49,68,5,88,89,78,46,55,28,96,32,2,49,81,15,90,46,95,7
7,8,50,63,96,51,9,22,3,2,63,59,38,7,96,96,46,47,70,45,39,55,5
8,9,82,84,60,97,73,19,27,20,77,49,18,61,44,73,63,17,70,97,29,41,4
9,10,48,29,16,33,14,39,82,11,90,96,16,79,94,92,21,46,82,40,48,48,3
10,11,76,98,57,32,74,57,77,41,18,7,43,89,23,23,60,39,94,89,65,67,9
11,12,15,25,40,54,29,85,86,99,48,48,66,34,51,74,61,87,86,37,71,11,9
12,13,5,48,41,65,48,30,96,88,1,46,16,93,11,18,3,78,37,18,96,87,3
13,14,45,79,2,6,15,96,19,43,27,64,27,26,56,63,75,2,96,65,32,67,6
14,15,39,58,85,44,33,71,37,53,45,39,24,39,33,42,71,15,21,40,57,37,3
15,16,29,23,24,71,11,2,60,37,90,46,85,26,54,86,69,81,72,84,91,63,9
16,17,89,92,56,1,4,95,31,44,53,98,10,4,35,49,57,54,36,61,58,47,4
17,18,21,87,80,69,78,36,24,44,55,51,88,93,23,94,48,83,43,66,16,20,4
18,19,37,42,11,12,42,47,47,15,11,24,74,97,98,57,48,10,75,90,39,89,5
19,20,44,14,84,76,37,26,23,58,27,63,26,84,4,57,75,18,54,96,42,46,10
20,21,7,93,33,48,56,38,53,18,94,25,35,55,16,67,48,14,98,62,42,89,4
21,22,12,2,14,87,46,80,55,11,73,74,55,53,19,73,15,13,67,64,52,52,2
22,23,45,79,91,53,19,70,89,31,54,74,29,90,47,91,41,95,70,88,79,40,6
23,24,83,36,85,64,55,21,6,5,79,44,2,50,16,13,87,25,89,20,17,39,6
24,25,63,58,74,96,3,69,44,25,7,63,16,56,81,73,42,15,97,36,60,96,10
25,26,47,22,68,28,33,60,38,21,24,80,35,21,93,43,12,56,96,16,66,35,10
26,27,25,60,98,28,98,95,56,96,13,43,53,19,35,68,3,51,84,55,74,54,6
27,28,61,3,37,72,2,3,80,87,96,54,75,6,97,7,46,25,79,77,16,38,9
28,29,23,20,33,35,47,56,52,8,51,61,19,46,89,31,91,59,94,56,31,76,2
29,30,39,9,85,21,90,48,50,83,35,99,53,93,92,92,50,83,20,15,34,8,1
30,31,50,90,82,99,28,26,82,58,80,71,68,10,90,70,97,20,65,27,81,82,5
31,32,66,48,47,47,42,28,19,69,93,28,16,35,51,14,71,42,4,21,96,85,2
32,33,48,63,10,8,68,40,64,93,89,66,49,55,17,44,37,44,91,27,72,62,9
33,34,39,3,46,80,43,55,77,75,94,99,33,2,64,53,46,55,56,34,17,78,3
34,35,41,61,30,70,62,37,60,93,6,94,78,27,4,23,66,37,2,9,98,21,3
35,36,53,4,26,75,40,81,46,85,60,44,29,69,8,25,8,2,19,72,68,65,5
36,37,78,37,84,88,60,26,12,14,27,13,21,3,7,69,16,34,7,27,36,65,7
37,38,78,18,33,8,57,23,44,76,48,54,75,32,44,77,55,24,82,3,54,23,4
38,39,40,93,46,58,24,87,81,70,46,70,92,49,97,35,58,9,63,76,33,52,6
39,40,20,32,11,70,14,24,30,63,57,30,48,38,1,81,57,41,6,93,64,28,7
40,41,78,18,39,36,64,19,20,82,86,45,16,28,13,18,29,40,7,16,96,10,4
41,42,9,31,29,63,80,81,49,81,45,87,53,59,56,15,7,48,75,96,53,6,3
42,43,25,96,45,65,67,28,95,88,51,43,36,72,33,53,79,20,30,6,73,16,10
43,44,95,4,25,9,41,7,40,46,2,84,5,36,8,74,46,5,4,25,53,19,7
44,45,83,81,16,35,74,95,65,2,7,1,17,57,47,68,46,15,11,28,73,97,3
45,46,66,14,83,88,95,94,39,22,2,39,31,62,72,9,37,53,60,89,63,5,2
46,47,88,52,10,78,69,90,48,94,3,72,22,26,86,77,74,37,9,63,44,38,5
47,48,25,38,38,85,4,59,39,59,24,47,31,25,18,40,29,61,39,45,38,81,2
48,49,44,5,76,67,79,92,80,50,6,7,45,16,64,69,7,44,20,90,84,90,1
49,50,6,29,82,61,39,11,97,72,19,97,84,22,52,53,38,51,56,48,28,50,9
