,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,89,13,23,72,29,11,81,62,27,26,88,33,5,78,11,11,1,87,85,6,9
1,2,38,42,68,80,69,78,46,18,1,32,10,60,28,91,44,2,72,64,11,46,2
2,3,31,20,66,58,76,78,82,14,57,80,42,22,14,68,62,75,58,79,93,61,8
3,4,10,79,5,51,17,53,2,12,4,98,13,29,86,18,84,49,36,33,82,11,8
4,5,53,63,86,53,68,57,49,73,53,87,87,57,13,51,60,77,56,34,81,64,2
5,6,5,76,96,57,27,50,29,39,9,99,29,66,80,35,1,91,49,28,44,44,1
6,7,68,20,20,92,79,39,75,79,30,43,35,35,79,37,72,40,23,74,31,84,6
7,8,73,93,22,83,62,3,68,84,37,56,37,54,40,10,20,29,69,68,90,93,9
8,9,38,51,47,94,64,8,1,59,54,49,85,5,79,90,82,33,31,72,32,96,9
9,10,47,42,55,87,15,83,91,2,94,88,58,91,50,35,49,11,78,36,28,90,7
10,11,32,8,81,94,52,64,87,60,17,27,48,31,77,66,7,96,1,73,72,44,3
11,12,19,35,72,37,91,35,99,72,58,84,74,97,77,48,77,25,20,84,16,40,3
12,13,47,59,42,30,17,55,41,68,73,44,97,8,77,18,40,73,54,2,5,42,1
13,14,40,12,21,8,66,77,65,34,30,69,65,12,43,20,67,51,67,42,65,65,2
14,15,88,9,1,82,65,65,89,43,77,58,75,39,96,24,16,1,55,69,57,89,9
15,16,64,48,27,55,47,31,49,19,72,57,87,25,52,41,80,67,62,97,19,30,6
16,17,80,12,95,65,17,22,96,95,18,18,57,16,29,30,25,36,68,47,54,84,2
17,18,76,41,18,12,31,12,30,55,44,92,25,6,96,32,98,49,63,27,40,13,9
18,19,98,17,8,4,87,28,71,76,41,86,47,4,32,64,80,62,9,40,95,17,8
19,20,57,11,86,30,67,95,43,23,53,78,81,63,20,88,97,75,17,83,22,14,7
20,21,63,44,4,88,63,90,7,80,12,68,69,46,82,68,9,3,4,87,87,60,8
21,22,88,18,80,80,24,28,85,83,12,75,83,76,36,23,49,30,87,92,94,92,6
22,23,77,16,57,43,19,94,5,1,47,46,83,50,96,16,17,61,29,91,93,99,3
23,24,87,29,98,38,78,50,86,96,54,92,2,69,63,47,49,61,31,19,48,79,10
24,25,6,16,70,24,64,35,30,92,56,89,73,35,70,60,7,7,18,3,64,94,5
25,26,68,44,24,11,98,20,81,84,30,70,30,44,20,16,66,16,23,40,22,53,5
26,27,3,8,14,29,19,61,11,8,17,67,78,47,76,17,22,27,87,18,50,31,1
27,28,74,72,16,3,41,60,26,29,44,43,63,5,48,12,45,38,43,95,22,82,8
28,29,36,86,4,46,98,15,12,38,71,98,47,16,33,34,22,71,64,83,29,47,1
29,30,15,32,71,20,36,37,78,99,72,58,51,50,9,55,40,80,12,29,68,86,9
30,31,31,91,17,1,99,20,54,70,99,51,47,75,41,87,42,67,42,14,36,14,2
31,32,39,44,29,64,44,79,30,17,41,70,35,12,75,76,89,97,39,89,93,74,9
32,33,47,3,47,13,90,75,74,53,18,58,64,48,93,14,68,6,62,21,19,63,8
33,34,89,7,5,61,93,82,88,77,73,91,75,29,11,11,29,42,79,38,69,15,6
34,35,50,40,63,36,12,73,49,35,83,6,86,65,26,61,58,64,67,28,74,87,2
35,36,48,55,29,93,68,36,32,30,53,3,18,1,25,92,48,23,8,81,84,67,6
36,37,15,64,71,28,85,61,42,84,49,63,86,34,58,69,96,74,4,41,49,75,8
