,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,35,4,65,88,18,18,2,80,5,83,12,16,74,19,8,26,36,96,29,1,9
1,2,13,96,34,2,61,56,71,98,82,7,47,66,48,90,75,36,65,28,98,34,5
2,3,4,5,66,11,42,57,46,8,6,61,84,43,1,28,22,67,37,55,46,97,10
3,4,87,35,76,95,86,40,69,64,68,72,9,68,71,24,43,75,76,81,28,66,10
4,5,7,33,91,99,97,25,87,45,76,63,96,13,22,43,77,36,37,39,53,53,5
5,6,44,51,46,33,24,39,93,44,81,14,67,90,41,38,43,13,22,21,16,23,5
6,7,29,21,42,9,60,40,10,98,21,85,99,28,82,7,11,58,2,53,80,68,1
7,8,9,62,94,18,59,21,99,31,97,84,67,71,97,82,50,32,63,89,84,54,10
8,9,97,39,29,29,3,86,63,32,17,8,17,72,75,2,21,23,87,87,39,46,2
9,10,48,57,54,9,70,96,63,6,68,50,57,32,40,50,92,55,93,51,98,2,9
10,11,67,12,51,72,34,36,19,3,42,74,33,63,10,22,35,34,97,88,94,49,3
11,12,35,6,69,70,27,3,81,34,94,89,37,79,76,81,2,54,36,87,63,3,9
12,13,21,47,98,72,44,34,78,97,95,64,41,74,10,81,49,93,67,29,22,1,4
13,14,46,12,64,56,13,42,24,57,14,11,70,10,12,14,32,86,31,76,2,92,9
14,15,67,64,28,10,53,3,12,23,34,81,14,40,67,40,12,59,79,87,7,63,3
15,16,19,58,27,87,37,5,42,27,29,24,84,37,56,56,7,55,91,35,21,31,1
16,17,40,39,58,48,94,60,81,41,8,33,66,61,98,35,28,4,68,85,57,24,7
17,18,34,72,35,15,52,31,27,39,40,24,43,92,98,21,80,12,5,95,70,60,8
18,19,64,65,18,4,52,33,65,98,59,51,65,68,66,16,71,17,48,66,12,17,4
19,20,56,51,47,43,27,41,57,37,81,19,40,73,9,62,92,29,3,21,25,42,2
20,21,31,80,40,49,14,13,72,67,12,3,70,65,58,60,54,77,80,72,93,85,6
21,22,92,64,83,92,99,43,87,24,45,49,73,12,56,44,22,40,61,87,72,35,2
22,23,94,65,99,66,16,63,22,69,81,31,21,15,62,76,88,65,96,41,48,57,6
23,24,62,56,69,24,85,25,11,90,22,73,2,39,79,56,77,23,5,48,30,48,7
24,25,20,55,79,72,18,81,82,57,79,81,9,82,58,36,30,55,39,82,17,21,8
