,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,25,4,57,73,1,22,20,75,42,11,22,39,97,21,45,94,40,15,27,82,7
1,2,91,23,67,3,64,61,2,52,91,70,98,30,25,63,8,44,34,80,49,38,8
2,3,21,95,50,22,79,29,55,1,65,19,64,38,57,57,72,38,47,34,2,86,1
3,4,75,92,17,81,33,17,19,76,56,97,96,14,38,31,49,62,34,53,3,29,6
4,5,37,91,45,49,60,75,55,92,22,57,40,30,33,49,10,34,61,89,56,12,10
5,6,85,11,81,77,69,45,45,20,17,99,40,51,66,36,46,53,2,19,64,3,2
6,7,88,21,63,82,23,93,8,58,98,44,33,93,61,17,28,54,9,21,9,25,7
7,8,79,77,20,10,27,51,61,6,85,96,82,10,33,14,45,72,93,37,43,73,2
8,9,27,25,21,63,45,31,18,33,54,87,40,61,96,33,88,89,34,86,52,91,7
9,10,80,93,12,18,52,72,14,96,69,95,64,42,14,78,97,89,61,48,37,56,8
10,11,57,86,71,88,93,13,29,11,12,36,86,93,50,73,90,35,12,90,90,60,10
11,12,5,86,94,1,57,95,46,72,98,99,22,35,30,43,8,95,31,77,76,40,1
12,13,58,50,45,22,95,42,72,93,35,16,23,46,37,41,91,53,10,20,70,55,1
13,14,13,27,36,25,53,99,44,24,51,19,65,72,91,54,33,79,84,27,4,38,9
14,15,22,24,77,19,35,93,7,71,20,61,78,40,65,61,13,41,5,43,59,95,10
15,16,22,1,36,78,22,69,99,94,70,42,71,92,46,33,66,96,72,97,68,88,7
16,17,26,27,79,23,77,12,31,98,80,4,71,47,48,15,76,6,87,80,81,61,3
17,18,35,66,39,51,60,19,30,64,22,27,13,24,18,31,37,8,75,26,11,99,8
18,19,52,2,85,54,83,13,69,4,63,35,50,43,61,5,22,73,20,2,19,70,8
19,20,56,50,92,76,4,75,90,20,86,40,99,45,7,95,63,27,96,98,1,37,8
20,21,55,79,38,37,90,24,97,85,19,75,90,45,32,92,77,12,25,91,89,27,2
21,22,5,93,57,1,21,56,11,6,60,93,10,55,62,85,39,84,97,84,34,69,3
22,23,76,96,47,47,22,50,9,26,97,13,66,85,76,21,54,30,33,89,8,21,1
23,24,68,23,24,10,34,16,14,29,83,29,46,72,70,67,31,3,66,20,59,44,8
24,25,21,29,52,91,41,79,81,95,23,89,36,96,88,98,57,61,19,64,45,43,8
25,26,25,96,45,33,5,41,73,55,53,12,52,97,77,45,49,27,3,71,19,31,3
26,27,65,34,22,70,55,26,6,60,30,47,53,48,26,23,83,34,98,53,89,57,1
27,28,14,56,22,25,8,47,34,58,21,30,7,20,55,50,30,78,87,16,41,80,7
28,29,97,55,34,94,21,85,8,41,12,97,51,31,14,71,13,1,9,17,84,25,10
29,30,77,98,60,51,41,52,52,63,22,83,64,71,10,51,12,2,29,45,21,51,7
30,31,58,97,16,44,73,20,34,30,30,31,3,44,34,6,28,41,4,92,52,37,8
31,32,39,31,67,5,85,34,72,13,34,44,31,65,68,90,23,1,74,60,71,50,2
32,33,61,65,67,62,97,18,57,15,85,45,85,90,44,47,58,29,14,55,5,61,9
33,34,34,2,22,22,13,30,60,55,24,91,67,54,54,36,42,29,57,14,65,27,7
34,35,83,88,56,60,7,80,34,27,76,68,96,67,97,34,78,38,60,50,34,16,1
35,36,57,18,14,55,69,33,23,90,78,67,60,18,50,31,61,96,64,25,36,83,2
36,37,75,26,36,46,23,83,90,12,13,20,4,56,34,29,79,20,39,9,54,43,10
37,38,80,15,97,65,22,59,57,24,14,55,78,94,98,11,85,32,54,50,23,76,6
38,39,92,39,82,39,6,13,68,19,96,4,85,92,25,63,63,13,96,5,99,23,8
39,40,99,90,15,65,25,32,44,92,40,29,3,34,80,7,55,22,72,1,78,23,5
40,41,45,36,75,2,56,55,83,76,22,36,27,55,48,19,61,34,63,59,36,7,2
41,42,22,17,88,19,16,10,78,87,92,77,78,35,69,20,69,83,45,92,54,84,6
42,43,24,98,5,47,71,78,90,96,45,79,23,16,74,79,19,14,64,37,57,54,8
43,44,90,27,43,16,4,9,57,47,90,68,80,39,39,12,78,56,4,27,82,46,9
44,45,47,65,6,93,78,42,25,59,84,42,77,8,16,99,10,53,65,96,65,34,10
45,46,21,67,81,9,50,21,13,69,44,26,17,48,23,40,53,50,87,6,55,2,1
46,47,1,53,26,10,27,90,46,17,10,92,45,70,36,72,35,87,78,61,13,61,4
47,48,2,46,6,95,47,55,9,74,31,93,70,35,78,66,36,41,68,80,11,56,5
48,49,87,93,54,44,38,12,45,9,32,21,18,82,34,68,99,11,64,40,55,52,4
49,50,52,14,9,33,54,62,21,67,98,40,31,55,39,26,49,28,26,29,23,98,2
