,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,38,13,73,10,76,6,80,65,17,2,77,72,7,26,51,21,19,85,12,29,4
1,2,30,15,51,69,88,88,95,97,87,14,10,8,64,62,23,58,2,1,61,82,2
2,3,9,89,14,48,73,31,72,4,71,22,50,58,4,69,25,44,77,27,53,81,9
3,4,42,83,16,65,69,26,99,88,8,27,26,23,10,68,24,28,38,58,84,39,9
4,5,9,33,35,11,24,16,88,26,72,93,75,63,47,33,89,24,56,66,78,4,5
5,6,1,78,7,53,86,71,3,77,92,22,76,8,78,73,76,77,44,21,31,37,10
6,7,8,46,69,58,83,97,14,11,24,82,8,25,75,93,21,33,13,66,95,61,5
7,8,25,83,98,3,93,99,11,55,97,83,87,71,67,72,49,55,16,6,18,43,8
8,9,21,49,23,14,98,54,85,11,97,56,62,57,90,22,97,84,26,15,14,85,3
9,10,44,7,78,57,60,16,25,10,67,72,54,70,37,22,41,78,92,50,48,78,3
10,11,41,79,46,88,17,29,46,68,67,79,47,1,30,64,76,36,54,94,34,3,1
11,12,85,84,49,55,33,29,56,83,32,29,95,75,9,33,9,85,78,51,80,42,10
12,13,65,84,25,21,45,16,31,92,15,20,27,87,8,54,48,61,35,33,20,68,5
13,14,25,84,95,39,48,6,80,64,88,33,43,75,67,89,99,31,18,69,65,61,5
14,15,79,18,40,36,82,29,23,39,42,75,78,71,26,49,51,63,45,55,1,87,3
15,16,17,20,10,93,52,11,69,24,15,64,22,47,4,57,89,81,47,55,80,72,4
16,17,15,78,16,26,54,85,59,86,30,45,38,23,92,55,77,13,60,27,77,72,2
17,18,88,40,44,77,39,92,70,99,34,44,27,57,70,74,53,90,28,44,2,83,2
18,19,95,97,27,85,31,65,23,99,53,4,71,13,40,84,49,62,71,14,37,24,8
19,20,23,67,93,96,54,10,42,58,89,94,77,83,12,37,17,31,85,58,36,42,3
20,21,82,3,86,94,37,47,81,28,73,29,3,14,42,37,41,19,98,39,64,47,1
21,22,90,3,99,29,79,76,59,43,27,22,59,17,93,38,12,23,7,97,15,88,8
22,23,76,36,64,33,92,50,1,23,98,71,37,19,28,29,53,95,51,47,8,86,5
23,24,17,30,12,62,15,31,9,41,49,31,24,67,93,65,13,18,34,11,29,76,3
24,25,6,82,6,43,87,53,58,57,79,88,82,11,73,49,20,13,26,78,17,5,9
25,26,89,28,51,69,4,59,13,3,77,97,97,62,16,75,13,19,31,60,6,17,3
26,27,96,97,61,44,32,45,25,63,80,22,20,78,34,5,40,68,35,35,43,79,5
27,28,83,39,49,82,6,92,9,41,70,6,8,79,38,79,34,28,52,78,31,44,3
28,29,47,10,68,4,68,55,98,64,81,29,38,65,38,94,19,79,71,93,53,11,4
29,30,33,47,64,94,19,37,30,40,29,55,30,56,91,28,61,13,18,72,92,8,10
30,31,84,57,52,33,77,63,52,97,31,23,6,92,96,23,77,23,19,94,30,19,10
31,32,53,32,50,99,84,94,46,52,87,16,72,49,29,84,28,44,20,80,71,89,3
32,33,87,12,66,94,16,52,99,87,46,64,43,23,83,41,45,17,18,89,1,98,4
33,34,83,72,15,37,27,33,2,49,89,23,35,95,22,69,68,49,19,98,12,12,4
34,35,53,77,69,46,65,90,41,8,8,34,59,8,35,5,6,62,51,77,46,97,10
35,36,22,93,72,93,26,98,2,14,39,86,28,39,85,34,2,32,39,29,76,32,3
36,37,52,67,68,33,75,33,98,6,1,38,73,44,25,17,97,97,42,25,22,28,9
37,38,47,36,63,69,63,33,46,89,43,58,26,33,34,7,66,52,32,8,14,4,1
38,39,29,16,30,67,62,84,97,59,83,35,31,58,97,50,47,84,42,21,41,51,7
39,40,5,10,1,91,22,75,22,34,39,38,44,34,96,42,72,70,71,24,87,40,9
40,41,32,38,39,57,88,29,37,67,11,85,1,17,31,4,79,60,54,70,50,75,7
41,42,47,28,34,73,69,40,33,98,8,34,63,15,78,44,62,86,37,13,54,27,5
42,43,83,13,26,2,42,56,56,65,16,93,41,61,71,50,51,33,91,21,53,39,8
43,44,66,81,58,53,90,20,95,65,43,48,22,98,2,90,39,13,19,78,78,89,4
44,45,91,84,40,99,16,38,97,37,99,2,33,31,8,51,51,33,44,42,70,2,2
45,46,98,52,31,83,50,82,83,96,72,22,19,47,45,92,10,5,78,64,24,96,6
46,47,60,65,83,32,2,85,79,69,55,26,84,28,57,93,9,56,77,47,50,12,7
47,48,9,62,75,24,89,90,83,83,6,43,47,22,52,74,43,14,19,24,46,96,5
48,49,53,34,55,15,58,62,41,73,66,23,3,87,2,73,52,72,88,78,63,49,8
49,50,1,43,40,4,58,44,54,44,75,99,98,76,60,67,75,92,6,27,68,32,9
