,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,16,7,23,58,46,23,32,69,40,85,45,8,2,18,42,57,11,99,4,64,10
1,2,7,92,39,92,42,58,31,18,50,33,62,6,39,3,45,55,14,57,28,84,9
2,3,51,50,61,9,52,28,88,64,27,92,57,58,80,75,3,50,89,50,73,65,3
3,4,77,21,16,91,37,94,28,36,52,84,14,8,22,13,18,26,85,90,4,75,1
4,5,62,60,34,48,14,7,46,66,47,44,36,63,15,25,68,11,19,57,51,2,5
5,6,97,5,41,67,53,48,68,67,59,79,24,22,40,62,36,90,15,25,56,22,8
6,7,57,71,59,67,35,89,67,80,21,26,6,67,30,33,83,77,11,93,66,2,1
7,8,97,22,54,71,23,86,56,60,91,19,7,73,43,44,97,48,16,19,93,8,9
8,9,27,33,59,40,66,89,2,60,15,68,58,84,74,67,91,47,22,3,88,86,8
9,10,19,57,9,51,26,94,23,78,4,77,76,77,25,80,48,17,61,53,90,5,6
10,11,48,35,88,57,25,52,75,78,32,27,99,51,20,98,64,37,98,69,94,97,9
11,12,47,41,70,28,71,10,56,27,16,36,35,41,13,78,52,51,22,32,9,44,7
12,13,21,11,27,39,92,82,1,1,30,20,69,1,81,89,4,50,49,46,48,71,2
13,14,24,2,55,48,43,47,10,75,31,28,79,40,85,97,38,72,39,94,70,28,5
14,15,73,35,29,26,34,74,16,91,93,22,70,38,72,70,74,73,66,90,45,1,10
15,16,10,59,91,7,83,44,7,85,23,47,85,11,32,93,43,68,8,62,13,66,5
16,17,11,85,2,99,30,79,25,8,86,58,91,3,12,51,20,94,34,38,55,33,6
17,18,35,57,18,12,80,66,58,23,54,93,35,49,46,29,55,63,88,86,28,61,4
18,19,5,23,77,95,14,87,1,4,5,73,70,95,4,25,6,19,65,60,12,80,3
19,20,94,15,32,50,90,72,29,56,40,29,67,76,25,80,49,66,66,42,70,92,4
20,21,8,73,65,62,86,11,35,74,17,9,1,44,79,17,81,26,32,88,83,6,10
21,22,6,17,31,74,85,81,1,69,52,21,10,48,37,47,48,39,64,35,17,58,8
22,23,17,92,14,17,96,53,53,51,87,3,93,32,67,32,70,96,43,39,32,2,4
23,24,60,14,21,47,98,16,25,68,5,21,21,34,43,3,58,71,31,11,44,28,1
