,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,25,4,57,73,1,22,20,75,42,11,22,39,97,21,45,94,40,15,27,82,6
1,2,91,23,67,3,64,61,2,52,91,70,98,30,25,63,8,44,34,80,49,38,5
2,3,21,95,50,22,79,29,55,1,65,19,64,38,57,57,72,38,47,34,2,86,2
3,4,75,92,17,81,33,17,19,76,56,97,96,14,38,31,49,62,34,53,3,29,4
4,5,37,91,45,49,60,75,55,92,22,57,40,30,33,49,10,34,61,89,56,12,5
5,6,85,11,81,77,69,45,45,20,17,99,40,51,66,36,46,53,2,19,64,3,9
6,7,88,21,63,82,23,93,8,58,98,44,33,93,61,17,28,54,9,21,9,25,4
7,8,79,77,20,10,27,51,61,6,85,96,82,10,33,14,45,72,93,37,43,73,5
8,9,27,25,21,63,45,31,18,33,54,87,40,61,96,33,88,89,34,86,52,91,7
9,10,80,93,12,18,52,72,14,96,69,95,64,42,14,78,97,89,61,48,37,56,7
10,11,57,86,71,88,93,13,29,11,12,36,86,93,50,73,90,35,12,90,90,60,7
11,12,5,86,94,1,57,95,46,72,98,99,22,35,30,43,8,95,31,77,76,40,4
12,13,58,50,45,22,95,42,72,93,35,16,23,46,37,41,91,53,10,20,70,55,2
13,14,13,27,36,25,53,99,44,24,51,19,65,72,91,54,33,79,84,27,4,38,6
14,15,22,24,77,19,35,93,7,71,20,61,78,40,65,61,13,41,5,43,59,95,10
15,16,22,1,36,78,22,69,99,94,70,42,71,92,46,33,66,96,72,97,68,88,2
16,17,26,27,79,23,77,12,31,98,80,4,71,47,48,15,76,6,87,80,81,61,8
17,18,35,66,39,51,60,19,30,64,22,27,13,24,18,31,37,8,75,26,11,99,8
18,19,52,2,85,54,83,13,69,4,63,35,50,43,61,5,22,73,20,2,19,70,1
19,20,56,50,92,76,4,75,90,20,86,40,99,45,7,95,63,27,96,98,1,37,7
20,21,55,79,38,37,90,24,97,85,19,75,90,45,32,92,77,12,25,91,89,27,5
21,22,5,93,57,1,21,56,11,6,60,93,10,55,62,85,39,84,97,84,34,69,3
22,23,76,96,47,47,22,50,9,26,97,13,66,85,76,21,54,30,33,89,8,21,1
23,24,68,23,24,10,34,16,14,29,83,29,46,72,70,67,31,3,66,20,59,44,8
24,25,21,29,52,91,41,79,81,95,23,89,36,96,88,98,57,61,19,64,45,43,4
25,26,25,96,45,33,5,41,73,55,53,12,52,97,77,45,49,27,3,71,19,31,1
26,27,65,34,22,70,55,26,6,60,30,47,53,48,26,23,83,34,98,53,89,57,8
27,28,14,56,22,25,8,47,34,58,21,30,7,20,55,50,30,78,87,16,41,80,1
28,29,97,55,34,94,21,85,8,41,12,97,51,31,14,71,13,1,9,17,84,25,6
29,30,77,98,60,51,41,52,52,63,22,83,64,71,10,51,12,2,29,45,21,51,6
