,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,20,57,73,32,57,38,25,26,14,3,64,43,98,47,11,50,5,63,55,32,1
1,2,84,16,80,33,86,52,77,4,91,77,63,72,94,99,40,60,54,34,67,80,7
2,3,49,52,6,43,20,54,97,24,24,53,82,18,24,97,8,29,9,30,74,17,5
3,4,69,61,8,65,26,96,62,35,51,16,52,76,2,54,42,29,54,2,68,15,8
4,5,27,47,58,86,45,40,32,36,85,32,14,47,5,81,35,25,17,14,72,70,4
5,6,55,46,76,3,83,80,92,92,1,11,44,17,68,43,23,94,36,62,88,7,2
6,7,31,88,52,3,52,27,88,65,99,23,84,71,48,82,5,93,82,25,35,95,6
7,8,77,97,37,48,97,8,36,21,54,84,33,95,63,29,6,73,51,19,42,17,2
8,9,53,88,58,4,86,68,61,12,97,82,88,73,78,87,87,58,29,31,91,85,9
9,10,14,14,69,57,90,69,15,48,85,67,63,44,51,43,67,44,20,52,34,56,3
10,11,1,53,87,14,26,47,91,48,79,93,41,26,2,61,21,14,12,92,35,30,9
11,12,54,47,19,31,13,26,28,25,63,33,10,40,33,94,86,61,86,93,63,52,8
12,13,59,59,38,82,7,74,59,39,63,34,47,85,67,58,39,56,14,65,54,18,10
13,14,95,97,36,41,55,15,26,81,25,91,77,43,86,53,30,53,52,90,37,75,4
14,15,97,46,57,52,98,82,26,49,62,58,92,99,49,72,61,55,50,23,29,11,2
15,16,20,77,98,28,43,46,33,2,47,70,82,1,2,67,57,82,58,46,81,29,4
16,17,18,57,6,1,16,11,98,99,26,88,95,89,67,37,88,91,47,18,70,93,4
17,18,18,10,98,91,31,24,8,42,52,66,58,73,88,74,60,48,71,49,19,1,1
18,19,69,79,45,34,21,8,47,36,6,92,32,55,71,59,13,64,82,82,61,77,1
19,20,43,28,57,73,18,27,51,73,58,88,31,19,59,21,63,92,70,46,64,45,6
20,21,26,6,35,92,93,40,1,9,83,3,87,79,69,45,23,50,98,78,61,29,1
21,22,1,85,54,51,46,80,47,32,85,92,61,66,62,61,86,2,55,25,67,63,4
22,23,56,63,14,10,32,46,23,42,17,58,44,35,20,71,12,20,37,60,35,57,10
23,24,65,32,6,40,61,59,37,43,77,48,86,36,63,7,72,64,48,43,9,43,6
24,25,15,56,41,15,6,60,66,68,39,17,27,54,70,93,46,77,62,21,90,18,1
25,26,35,59,79,83,59,11,25,95,17,98,3,29,43,33,89,34,12,38,44,44,9
26,27,4,15,13,46,39,80,26,11,64,77,14,53,70,95,86,31,23,19,28,6,10
27,28,31,62,64,33,43,89,94,88,98,28,85,75,86,18,23,80,99,65,82,56,9
28,29,10,67,72,7,84,35,30,67,78,7,10,42,12,4,27,91,84,64,23,88,1
29,30,56,17,3,34,46,77,34,83,46,46,35,79,22,63,15,25,45,99,13,32,9
30,31,89,72,78,95,71,35,64,94,35,65,9,4,29,28,81,87,98,15,19,30,4
31,32,97,85,92,92,77,56,4,11,72,68,30,28,9,59,52,83,20,40,27,5,7
32,33,87,16,54,9,25,23,53,67,3,24,33,12,6,39,87,81,43,71,11,22,8
33,34,63,64,88,38,44,82,23,10,24,93,10,27,39,62,28,76,12,77,49,17,3
34,35,95,27,31,10,93,3,21,27,83,91,12,97,34,45,36,13,80,43,6,33,6
35,36,7,70,26,2,78,20,89,15,14,36,28,17,65,4,9,5,6,18,31,98,6
36,37,69,97,8,8,17,44,17,74,53,89,65,60,31,12,95,71,70,76,7,51,4
37,38,69,20,79,23,93,33,79,36,9,88,93,34,3,67,16,5,24,78,82,54,8
38,39,51,33,51,23,83,15,76,65,89,41,40,3,49,58,33,73,41,27,65,5,1
39,40,63,14,13,67,60,69,16,8,60,75,21,36,2,69,52,12,49,62,12,43,8
40,41,44,74,2,86,50,7,19,34,89,94,31,75,72,35,27,24,76,30,37,81,6
41,42,29,97,97,92,71,49,72,3,4,93,94,58,7,6,70,69,67,88,97,61,9
42,43,3,27,30,98,14,6,30,63,30,56,99,86,83,72,90,88,14,6,65,44,4
43,44,13,13,45,45,72,45,58,25,14,63,6,79,40,17,94,52,67,20,71,86,1
44,45,81,61,77,65,3,73,46,38,59,24,17,98,45,62,93,70,99,8,69,42,8
45,46,29,31,8,21,66,58,62,23,77,4,45,12,77,8,24,34,64,96,77,52,7
46,47,57,59,99,30,98,61,90,5,89,67,4,70,54,43,38,25,32,86,90,73,6
47,48,60,32,79,94,20,21,90,83,81,95,82,14,92,64,5,14,23,86,33,13,8
48,49,16,90,46,2,93,13,15,42,74,43,94,35,80,95,37,12,73,56,81,87,4
49,50,65,87,42,1,60,9,71,4,95,20,72,61,82,63,4,9,96,35,71,57,2
