,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,94,99,41,20,53,75,32,67,57,23,35,6,98,11,87,51,40,16,81,40,6
1,2,72,10,76,74,5,86,93,82,67,54,36,58,56,61,70,33,50,69,55,93,8
2,3,82,13,84,50,46,85,18,84,70,26,52,92,56,10,12,94,63,61,1,36,2
3,4,64,32,33,64,11,88,45,91,22,68,86,59,12,42,89,49,72,66,10,27,5
4,5,35,56,53,98,68,75,71,77,30,91,71,20,10,22,88,29,26,47,70,5,8
5,6,98,45,4,74,78,26,45,48,85,46,13,74,30,29,43,74,80,39,52,66,8
6,7,81,7,64,6,44,40,82,55,86,57,94,95,20,69,6,23,54,19,86,30,2
7,8,39,4,85,1,25,26,79,86,7,24,4,30,57,90,28,5,37,84,25,52,1
8,9,43,62,82,71,60,4,5,3,56,94,15,24,59,64,43,77,69,8,83,56,1
9,10,5,51,28,90,59,73,46,36,91,31,53,27,34,91,4,3,72,42,45,58,4
10,11,88,15,93,76,92,36,35,31,97,35,40,83,81,32,57,27,42,78,46,12,6
11,12,5,48,53,54,11,67,34,35,48,51,64,94,83,12,45,41,92,86,55,33,8
12,13,19,64,75,4,79,10,82,88,79,46,53,12,57,17,41,48,5,56,89,35,3
13,14,15,1,51,85,23,43,8,48,90,57,22,41,35,22,21,53,34,80,10,51,7
14,15,45,34,93,26,35,26,21,32,33,22,17,23,93,14,34,59,98,56,20,38,7
15,16,30,15,10,4,45,85,1,82,71,79,40,67,44,98,57,16,25,10,75,91,7
16,17,58,39,47,55,66,87,91,50,44,48,97,69,74,33,44,50,96,32,1,83,10
17,18,42,73,4,43,54,77,94,19,21,95,52,65,61,16,13,97,2,45,56,24,8
18,19,88,45,3,92,89,22,77,31,85,54,9,82,14,29,49,29,44,73,35,34,2
19,20,69,20,1,14,75,12,58,85,12,83,9,95,82,3,78,20,14,73,30,69,4
20,21,54,4,63,90,37,71,81,57,44,31,18,33,45,63,36,89,82,52,74,85,8
21,22,36,61,53,8,7,50,34,8,42,19,5,7,22,42,50,89,90,71,31,22,1
22,23,66,45,1,43,44,64,69,22,67,8,17,53,34,59,17,96,56,3,97,3,3
23,24,58,67,62,2,18,27,21,23,89,74,57,94,28,6,95,12,44,33,34,26,5
24,25,54,16,29,69,66,91,16,39,64,97,87,26,57,44,93,3,97,83,93,34,7
25,26,32,91,60,20,74,81,73,28,72,52,51,60,26,49,1,34,18,98,10,19,3
26,27,12,23,9,13,8,3,4,42,49,64,82,25,64,68,32,95,80,58,77,93,1
27,28,69,7,51,41,9,69,11,51,13,93,99,49,48,29,97,94,70,65,44,40,1
28,29,83,46,3,48,38,13,19,59,44,31,72,90,80,50,97,49,49,6,27,53,4
29,30,8,59,11,24,30,77,53,32,93,8,60,28,69,33,96,91,50,90,60,98,7
30,31,17,32,29,90,15,30,78,67,71,16,76,84,94,26,95,60,18,68,57,15,3
31,32,70,41,93,73,77,60,58,37,35,65,51,88,33,50,72,82,37,31,24,83,1
32,33,18,30,44,28,87,46,36,66,95,33,63,80,2,6,39,97,73,73,70,45,2
33,34,68,92,40,45,81,99,23,44,51,88,23,99,10,30,93,88,12,10,54,94,3
34,35,40,57,95,84,52,92,32,90,46,86,64,65,4,56,75,10,33,30,22,82,2
35,36,75,56,37,93,89,15,15,96,25,56,38,96,30,52,94,92,11,78,1,4,8
36,37,49,32,84,52,11,55,14,73,57,24,41,49,40,84,16,7,83,51,82,43,2
37,38,42,49,50,2,93,16,86,55,36,75,64,21,47,80,73,54,13,59,29,59,4
38,39,41,48,64,55,41,76,80,85,22,95,87,10,87,3,62,28,86,53,34,94,4
39,40,56,67,60,81,11,2,36,40,27,49,55,75,1,54,77,36,31,64,28,65,7
40,41,94,11,6,39,9,3,2,27,82,50,1,33,3,61,51,41,5,82,34,33,1
41,42,40,37,8,57,98,20,19,98,49,58,10,70,98,94,95,18,43,57,11,80,7
42,43,85,67,87,41,23,43,43,25,36,88,33,28,7,5,82,80,20,11,63,80,1
43,44,57,86,79,14,38,12,68,91,86,19,19,89,28,6,88,76,10,48,58,42,1
44,45,81,65,85,25,99,9,98,44,62,85,2,33,43,8,11,73,46,73,56,97,2
45,46,90,59,70,46,92,17,77,96,97,73,64,88,99,75,29,80,20,12,27,94,1
46,47,91,1,93,67,7,8,25,76,32,54,81,25,96,42,87,75,72,92,62,87,9
47,48,14,70,82,43,66,29,97,40,7,90,31,81,18,97,28,97,73,41,4,57,8
48,49,85,11,71,40,73,9,79,60,63,69,58,1,56,41,12,48,86,71,74,63,5
49,50,97,17,25,57,12,67,7,15,76,70,42,59,37,6,21,43,17,59,21,3,2
