,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,16,7,23,58,46,23,32,69,40,85,45,8,2,18,42,57,11,99,4,64,9
1,2,7,92,39,92,42,58,31,18,50,33,62,6,39,3,45,55,14,57,28,84,7
2,3,51,50,61,9,52,28,88,64,27,92,57,58,80,75,3,50,89,50,73,65,8
3,4,77,21,16,91,37,94,28,36,52,84,14,8,22,13,18,26,85,90,4,75,10
4,5,62,60,34,48,14,7,46,66,47,44,36,63,15,25,68,11,19,57,51,2,1
5,6,97,5,41,67,53,48,68,67,59,79,24,22,40,62,36,90,15,25,56,22,4
6,7,57,71,59,67,35,89,67,80,21,26,6,67,30,33,83,77,11,93,66,2,6
7,8,97,22,54,71,23,86,56,60,91,19,7,73,43,44,97,48,16,19,93,8,4
8,9,27,33,59,40,66,89,2,60,15,68,58,84,74,67,91,47,22,3,88,86,10
9,10,19,57,9,51,26,94,23,78,4,77,76,77,25,80,48,17,61,53,90,5,9
10,11,48,35,88,57,25,52,75,78,32,27,99,51,20,98,64,37,98,69,94,97,6
11,12,47,41,70,28,71,10,56,27,16,36,35,41,13,78,52,51,22,32,9,44,6
12,13,21,11,27,39,92,82,1,1,30,20,69,1,81,89,4,50,49,46,48,71,9
13,14,24,2,55,48,43,47,10,75,31,28,79,40,85,97,38,72,39,94,70,28,3
14,15,73,35,29,26,34,74,16,91,93,22,70,38,72,70,74,73,66,90,45,1,3
15,16,10,59,91,7,83,44,7,85,23,47,85,11,32,93,43,68,8,62,13,66,9
16,17,11,85,2,99,30,79,25,8,86,58,91,3,12,51,20,94,34,38,55,33,2
17,18,35,57,18,12,80,66,58,23,54,93,35,49,46,29,55,63,88,86,28,61,8
18,19,5,23,77,95,14,87,1,4,5,73,70,95,4,25,6,19,65,60,12,80,10
19,20,94,15,32,50,90,72,29,56,40,29,67,76,25,80,49,66,66,42,70,92,2
20,21,8,73,65,62,86,11,35,74,17,9,1,44,79,17,81,26,32,88,83,6,8
21,22,6,17,31,74,85,81,1,69,52,21,10,48,37,47,48,39,64,35,17,58,5
22,23,17,92,14,17,96,53,53,51,87,3,93,32,67,32,70,96,43,39,32,2,6
23,24,60,14,21,47,98,16,25,68,5,21,21,34,43,3,58,71,31,11,44,28,8
24,25,4,94,61,33,92,49,17,3,68,12,95,92,74,16,23,24,30,50,42,22,4
25,26,78,98,99,90,27,20,51,40,58,24,14,92,51,16,54,15,56,21,11,92,9
26,27,40,50,36,50,84,60,31,74,17,76,22,25,63,3,40,88,50,46,37,44,8
27,28,46,11,97,79,65,42,79,50,22,32,35,50,66,93,39,20,51,92,63,26,4
28,29,37,26,46,24,26,9,53,62,67,47,58,19,17,35,60,16,50,6,66,68,8
29,30,84,5,20,32,18,36,56,13,23,52,7,75,35,39,33,73,61,6,37,32,1
30,31,77,73,11,1,89,7,87,4,83,64,98,1,30,84,87,16,84,18,61,80,6
31,32,28,37,95,85,66,4,1,76,88,75,15,40,94,37,78,44,33,75,43,81,10
32,33,60,53,65,39,84,19,54,56,10,17,33,27,22,27,70,19,37,57,36,14,10
33,34,94,53,38,86,66,86,35,30,85,67,4,71,4,50,51,7,93,19,65,87,2
34,35,5,29,99,40,81,49,94,14,52,30,64,21,1,34,79,35,86,90,96,6,10
35,36,64,80,7,41,67,35,8,10,23,36,17,10,69,82,69,30,62,8,82,14,4
36,37,57,40,78,76,47,21,8,39,28,11,57,73,69,37,9,33,9,24,8,2,10
37,38,49,25,20,46,68,85,71,78,62,3,12,62,31,69,67,50,36,65,23,28,6
38,39,74,44,58,93,52,67,16,46,98,39,22,95,76,53,20,52,85,80,35,22,4
39,40,44,52,54,29,10,5,83,92,56,51,79,89,54,50,98,73,31,85,40,56,4
40,41,74,7,20,89,77,29,89,32,69,63,79,28,55,97,2,73,58,94,13,90,7
41,42,18,17,9,74,33,31,99,38,56,60,28,3,4,5,94,30,13,9,73,33,2
42,43,59,54,19,83,7,93,40,7,5,81,15,77,35,39,94,62,29,81,75,2,8
43,44,76,8,3,99,27,39,34,75,43,15,38,37,64,14,66,50,94,98,63,24,10
44,45,78,9,57,38,72,29,65,56,11,36,54,88,25,37,66,38,96,17,2,61,2
45,46,13,18,85,78,92,30,99,20,82,66,34,91,30,58,97,12,61,91,93,47,7
46,47,54,16,54,31,93,23,20,88,32,88,50,81,19,73,83,26,76,69,34,93,1
47,48,37,43,17,90,52,27,84,40,91,13,36,9,31,96,81,22,78,6,29,59,7
48,49,35,28,67,3,45,9,84,73,5,17,96,55,27,8,35,86,90,81,58,7,9
49,50,90,13,13,21,45,47,67,50,52,95,41,40,6,60,61,58,51,49,22,72,1
