,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,47,56,70,2,88,73,51,10,59,95,56,56,58,37,51,45,39,53,4,1,9
1,2,56,22,22,74,39,57,67,47,31,9,50,67,59,88,33,41,43,46,34,33,5
2,3,29,4,80,99,96,58,51,18,82,90,74,60,49,77,24,95,23,68,63,63,10
3,4,76,24,57,71,72,74,83,56,54,86,95,80,37,92,60,52,9,38,73,60,5
4,5,55,97,31,5,55,76,9,32,41,18,79,10,54,69,63,60,4,5,40,55,7
5,6,71,41,97,68,54,23,18,28,98,61,44,87,16,14,1,11,8,64,80,60,10
6,7,53,53,65,88,98,47,43,50,32,36,31,66,4,87,75,21,81,8,52,11,4
7,8,42,87,16,42,4,75,99,24,8,53,29,76,65,38,33,26,38,6,74,75,8
8,9,25,30,94,37,62,3,20,81,23,29,77,17,52,77,77,28,41,39,80,91,2
9,10,52,63,8,28,90,78,50,5,4,13,97,27,71,82,58,36,82,51,16,80,10
10,11,36,35,29,77,91,54,3,24,80,22,38,91,74,90,9,63,45,30,54,21,6
11,12,55,67,83,66,20,56,96,21,49,24,20,41,79,78,50,38,5,20,58,16,5
12,13,38,31,55,55,30,81,38,30,3,29,97,96,70,6,72,9,43,96,42,58,5
13,14,17,20,8,49,21,40,72,76,18,68,49,40,77,60,31,66,32,70,29,92,10
14,15,90,68,80,29,17,10,88,87,40,80,28,58,55,59,91,72,3,8,76,42,2
15,16,47,50,3,95,74,23,89,24,70,41,34,94,99,4,17,86,39,46,1,90,7
16,17,70,22,20,22,29,11,32,42,13,66,61,98,10,11,64,59,29,42,2,97,6
17,18,44,55,28,49,19,57,80,13,74,17,83,43,66,38,77,78,84,70,24,45,7
18,19,43,44,23,57,46,68,71,11,11,37,35,9,59,72,39,77,3,63,73,35,7
19,20,50,49,85,92,97,94,40,26,96,17,51,29,84,78,17,1,92,98,14,92,10
20,21,88,89,83,77,25,84,23,94,37,42,92,25,79,17,78,75,21,34,86,44,6
21,22,22,36,80,77,62,58,68,2,38,98,24,85,95,93,24,57,14,2,89,61,7
22,23,23,47,30,17,1,86,29,74,74,5,22,91,42,41,84,88,33,1,40,88,3
23,24,15,81,29,46,61,43,27,15,65,61,33,64,92,86,88,7,39,10,38,35,9
24,25,46,79,79,61,25,69,6,22,20,83,78,63,47,99,10,56,45,78,65,48,10
25,26,96,46,2,58,77,84,83,34,41,64,5,5,7,19,80,41,89,62,15,2,10
26,27,31,87,3,53,17,15,8,24,58,16,33,61,88,13,26,18,74,76,60,1,3
27,28,20,52,17,14,93,3,78,15,13,2,16,74,73,88,50,25,61,99,24,94,5
28,29,64,14,6,40,22,7,75,49,8,4,53,97,47,75,75,17,50,33,60,47,7
29,30,5,4,4,89,69,48,48,51,73,21,70,69,11,18,95,70,93,6,50,55,9
30,31,42,76,42,23,20,72,94,56,87,14,26,39,43,62,42,95,19,47,15,98,10
31,32,12,4,72,79,13,8,82,87,81,80,65,11,32,46,40,85,96,49,30,44,6
32,33,72,1,9,85,81,46,96,58,39,91,55,25,53,68,45,83,58,15,9,50,7
33,34,7,92,8,61,4,8,25,76,91,65,81,60,33,4,16,40,81,32,40,65,7
34,35,32,86,63,17,22,71,6,80,83,66,1,55,31,53,36,81,96,55,47,56,10
35,36,58,3,89,87,92,42,83,94,70,95,57,57,9,12,86,40,23,69,98,72,1
36,37,69,38,10,72,36,95,29,84,40,71,9,51,33,62,15,45,86,11,27,54,10
37,38,2,89,72,54,32,33,84,81,74,94,93,39,87,46,91,16,71,83,73,93,1
38,39,8,41,10,32,17,4,9,27,72,83,88,44,38,56,67,2,49,43,22,16,9
39,40,31,33,76,46,15,72,29,90,22,97,48,19,87,76,34,9,53,82,18,67,6
40,41,53,63,52,8,82,35,5,69,12,62,53,6,98,77,66,48,9,14,79,95,1
41,42,14,34,79,74,63,85,40,50,85,29,74,35,7,8,69,37,9,41,11,93,10
42,43,61,7,76,79,86,30,30,1,70,54,12,15,14,55,88,19,35,15,84,82,1
43,44,85,59,75,72,24,35,6,26,53,31,78,11,87,17,80,2,51,14,39,87,6
44,45,86,23,98,80,22,85,84,10,78,47,33,91,62,70,7,66,74,57,49,94,9
45,46,42,19,29,99,32,28,70,16,50,49,43,37,67,72,12,15,68,28,43,32,2
46,47,19,43,75,68,56,74,14,75,62,40,4,1,50,95,8,81,11,53,99,76,4
47,48,97,36,20,71,2,23,69,52,14,28,43,30,88,75,22,35,84,67,31,78,8
48,49,22,67,19,4,7,54,90,97,70,76,8,82,26,76,68,12,92,55,74,17,8
49,50,3,52,49,83,26,18,21,56,96,23,88,57,34,62,74,19,66,29,47,85,1
50,51,10,52,20,19,89,66,58,19,41,85,99,85,55,49,74,75,41,17,30,41,2
51,52,51,57,60,76,20,29,51,88,50,8,94,27,19,97,10,44,48,89,97,46,10
52,53,2,84,94,53,94,26,26,82,41,79,91,7,50,70,95,9,40,7,94,23,6
53,54,68,79,46,69,88,44,22,1,43,5,79,51,27,97,70,53,94,42,97,43,10
54,55,47,78,98,5,14,93,16,92,73,79,60,69,23,50,69,3,20,34,14,27,5
