,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,54,63,7,49,66,84,78,91,33,69,99,46,18,56,54,90,53,89,22,31,4
1,2,16,43,24,48,92,57,83,48,13,48,17,13,61,77,84,20,30,52,29,82,10
2,3,45,18,60,53,71,41,1,79,97,92,46,80,53,29,40,13,47,41,23,59,7
3,4,52,64,75,71,55,25,78,23,74,60,66,58,65,12,71,24,49,84,93,87,7
4,5,8,34,29,35,1,62,87,25,46,56,36,1,33,7,69,33,4,93,40,87,5
5,6,5,16,28,8,10,47,50,76,63,40,97,90,39,42,75,57,38,20,62,24,1
6,7,24,38,74,17,37,42,89,7,76,98,55,58,18,78,92,70,9,64,59,94,3
7,8,30,62,5,5,92,7,79,14,39,13,39,19,98,29,44,57,40,11,67,83,10
8,9,83,78,96,30,56,50,79,34,42,74,71,10,33,6,42,4,97,98,41,21,5
9,10,36,91,19,2,80,79,66,44,13,75,61,97,84,95,58,77,64,68,87,98,10
10,11,34,45,38,79,3,98,10,77,57,64,42,76,16,92,52,24,70,33,1,56,7
11,12,86,56,47,29,56,55,13,54,72,45,4,40,77,86,30,91,86,35,44,93,4
12,13,81,61,61,51,29,24,79,21,45,83,1,70,31,28,50,58,32,42,77,84,3
13,14,29,89,1,57,54,53,93,82,37,98,9,56,98,19,80,13,99,36,29,35,10
14,15,26,16,55,41,36,91,86,46,23,86,99,97,39,56,80,89,36,33,11,41,3
15,16,5,43,71,19,10,66,33,66,22,50,18,48,89,10,74,85,63,12,29,48,2
16,17,44,48,86,96,38,79,19,7,69,87,53,74,63,77,55,54,19,64,98,15,3
17,18,21,2,14,85,77,78,11,47,15,12,86,93,79,74,69,33,49,39,4,83,5
18,19,14,81,47,25,63,56,72,75,24,45,49,35,41,42,54,88,82,2,20,86,3
19,20,21,50,65,62,67,32,76,1,52,45,43,25,73,17,96,58,23,34,63,55,3
20,21,57,46,96,81,89,27,68,49,75,42,41,41,55,81,18,10,99,5,33,43,5
21,22,18,27,79,75,76,1,96,31,77,7,38,53,97,52,26,88,87,58,61,54,9
22,23,85,77,62,65,71,25,64,87,46,5,78,91,3,43,24,46,87,5,4,12,2
23,24,23,81,60,34,21,21,21,8,60,66,29,41,23,48,58,86,24,98,66,93,9
24,25,82,68,84,38,32,51,66,81,8,20,16,13,20,4,35,46,15,70,65,52,1
25,26,50,25,56,87,2,45,29,94,58,90,13,5,40,88,89,57,1,38,88,8,5
26,27,22,35,15,52,71,76,5,41,6,57,97,9,85,69,63,47,40,29,29,10,2
27,28,52,87,75,31,49,41,89,45,18,53,64,86,66,90,94,56,16,48,42,8,5
28,29,65,49,75,50,35,61,53,16,62,31,38,83,27,18,44,24,62,93,78,71,3
29,30,52,90,86,28,26,68,48,21,7,58,24,88,30,73,51,21,25,23,89,68,10
30,31,80,28,86,79,67,11,92,63,55,20,99,22,50,38,42,13,35,41,12,30,9
31,32,81,83,62,8,62,1,89,60,17,63,61,56,98,72,7,47,83,96,8,89,3
32,33,60,33,83,94,6,55,46,55,16,90,29,46,34,4,92,70,39,83,61,55,4
