,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,20,57,73,32,57,38,25,26,14,3,64,43,98,47,11,50,5,63,55,32,2
1,2,84,16,80,33,86,52,77,4,91,77,63,72,94,99,40,60,54,34,67,80,9
2,3,49,52,6,43,20,54,97,24,24,53,82,18,24,97,8,29,9,30,74,17,8
3,4,69,61,8,65,26,96,62,35,51,16,52,76,2,54,42,29,54,2,68,15,8
4,5,27,47,58,86,45,40,32,36,85,32,14,47,5,81,35,25,17,14,72,70,6
5,6,55,46,76,3,83,80,92,92,1,11,44,17,68,43,23,94,36,62,88,7,10
6,7,31,88,52,3,52,27,88,65,99,23,84,71,48,82,5,93,82,25,35,95,4
7,8,77,97,37,48,97,8,36,21,54,84,33,95,63,29,6,73,51,19,42,17,2
8,9,53,88,58,4,86,68,61,12,97,82,88,73,78,87,87,58,29,31,91,85,2
9,10,14,14,69,57,90,69,15,48,85,67,63,44,51,43,67,44,20,52,34,56,1
10,11,1,53,87,14,26,47,91,48,79,93,41,26,2,61,21,14,12,92,35,30,6
11,12,54,47,19,31,13,26,28,25,63,33,10,40,33,94,86,61,86,93,63,52,10
12,13,59,59,38,82,7,74,59,39,63,34,47,85,67,58,39,56,14,65,54,18,6
13,14,95,97,36,41,55,15,26,81,25,91,77,43,86,53,30,53,52,90,37,75,5
14,15,97,46,57,52,98,82,26,49,62,58,92,99,49,72,61,55,50,23,29,11,6
15,16,20,77,98,28,43,46,33,2,47,70,82,1,2,67,57,82,58,46,81,29,1
16,17,18,57,6,1,16,11,98,99,26,88,95,89,67,37,88,91,47,18,70,93,8
17,18,18,10,98,91,31,24,8,42,52,66,58,73,88,74,60,48,71,49,19,1,7
18,19,69,79,45,34,21,8,47,36,6,92,32,55,71,59,13,64,82,82,61,77,6
19,20,43,28,57,73,18,27,51,73,58,88,31,19,59,21,63,92,70,46,64,45,8
20,21,26,6,35,92,93,40,1,9,83,3,87,79,69,45,23,50,98,78,61,29,1
21,22,1,85,54,51,46,80,47,32,85,92,61,66,62,61,86,2,55,25,67,63,3
22,23,56,63,14,10,32,46,23,42,17,58,44,35,20,71,12,20,37,60,35,57,9
23,24,65,32,6,40,61,59,37,43,77,48,86,36,63,7,72,64,48,43,9,43,10
24,25,15,56,41,15,6,60,66,68,39,17,27,54,70,93,46,77,62,21,90,18,6
25,26,35,59,79,83,59,11,25,95,17,98,3,29,43,33,89,34,12,38,44,44,9
26,27,4,15,13,46,39,80,26,11,64,77,14,53,70,95,86,31,23,19,28,6,2
27,28,31,62,64,33,43,89,94,88,98,28,85,75,86,18,23,80,99,65,82,56,7
28,29,10,67,72,7,84,35,30,67,78,7,10,42,12,4,27,91,84,64,23,88,10
29,30,56,17,3,34,46,77,34,83,46,46,35,79,22,63,15,25,45,99,13,32,1
30,31,89,72,78,95,71,35,64,94,35,65,9,4,29,28,81,87,98,15,19,30,3
31,32,97,85,92,92,77,56,4,11,72,68,30,28,9,59,52,83,20,40,27,5,9
32,33,87,16,54,9,25,23,53,67,3,24,33,12,6,39,87,81,43,71,11,22,8
33,34,63,64,88,38,44,82,23,10,24,93,10,27,39,62,28,76,12,77,49,17,6
34,35,95,27,31,10,93,3,21,27,83,91,12,97,34,45,36,13,80,43,6,33,4
35,36,7,70,26,2,78,20,89,15,14,36,28,17,65,4,9,5,6,18,31,98,8
36,37,69,97,8,8,17,44,17,74,53,89,65,60,31,12,95,71,70,76,7,51,7
37,38,69,20,79,23,93,33,79,36,9,88,93,34,3,67,16,5,24,78,82,54,1
38,39,51,33,51,23,83,15,76,65,89,41,40,3,49,58,33,73,41,27,65,5,3
39,40,63,14,13,67,60,69,16,8,60,75,21,36,2,69,52,12,49,62,12,43,1
40,41,44,74,2,86,50,7,19,34,89,94,31,75,72,35,27,24,76,30,37,81,3
41,42,29,97,97,92,71,49,72,3,4,93,94,58,7,6,70,69,67,88,97,61,2
42,43,3,27,30,98,14,6,30,63,30,56,99,86,83,72,90,88,14,6,65,44,9
43,44,13,13,45,45,72,45,58,25,14,63,6,79,40,17,94,52,67,20,71,86,9
44,45,81,61,77,65,3,73,46,38,59,24,17,98,45,62,93,70,99,8,69,42,9
45,46,29,31,8,21,66,58,62,23,77,4,45,12,77,8,24,34,64,96,77,52,4
46,47,57,59,99,30,98,61,90,5,89,67,4,70,54,43,38,25,32,86,90,73,5
47,48,60,32,79,94,20,21,90,83,81,95,82,14,92,64,5,14,23,86,33,13,9
48,49,16,90,46,2,93,13,15,42,74,43,94,35,80,95,37,12,73,56,81,87,2
49,50,65,87,42,1,60,9,71,4,95,20,72,61,82,63,4,9,96,35,71,57,7
50,51,94,92,1,96,28,39,31,15,8,2,14,84,55,95,34,70,15,18,3,62,7
51,52,73,99,13,25,99,8,83,10,44,68,50,80,68,54,87,84,32,33,1,6,8
52,53,52,17,15,36,47,58,52,6,16,62,33,56,13,25,10,89,70,65,72,11,10
53,54,41,27,76,62,63,20,17,24,23,10,29,28,46,24,24,3,12,78,82,39,2
54,55,82,11,68,24,20,85,94,97,14,40,65,86,21,31,72,36,20,77,89,40,1
55,56,81,38,6,92,60,96,20,54,16,30,82,54,95,36,82,26,34,77,79,28,10
56,57,46,18,98,11,82,16,42,76,7,49,1,64,70,56,63,27,69,1,68,88,10
57,58,75,21,73,56,33,85,21,96,66,80,47,28,37,60,98,34,96,41,41,83,8
58,59,46,60,36,72,79,57,32,83,44,8,42,97,6,31,36,41,17,25,44,99,3
59,60,24,63,17,23,48,42,23,13,89,9,96,14,48,74,99,81,5,62,67,68,1
60,61,11,81,77,99,4,53,13,74,66,8,54,9,10,51,59,95,1,99,57,42,5
61,62,18,9,84,60,78,17,6,76,21,40,9,12,48,20,92,54,35,69,75,85,8
62,63,29,79,39,41,75,63,3,79,46,40,88,16,35,20,85,46,62,13,83,34,6
63,64,36,65,95,87,92,94,89,47,59,31,2,16,63,39,87,40,52,34,54,73,7
64,65,88,87,50,21,6,4,76,85,78,98,81,31,99,98,22,88,55,50,84,39,9
65,66,1,31,85,19,50,22,6,94,3,95,25,41,9,26,99,61,87,32,67,82,10
66,67,80,39,7,4,74,98,40,38,56,19,30,53,91,38,1,3,80,77,83,33,9
67,68,22,90,21,19,49,8,63,29,14,22,50,36,44,34,93,60,42,25,74,3,2
68,69,44,57,9,26,47,55,17,84,49,86,81,25,23,97,61,83,50,21,66,19,1
69,70,10,30,27,50,23,95,76,28,24,15,95,28,34,83,4,33,51,91,86,24,2
70,71,45,73,61,75,96,64,17,64,40,23,58,83,23,29,40,70,64,13,93,91,6
71,72,15,25,74,87,99,23,46,19,35,71,49,45,15,34,76,91,93,12,78,1,9
72,73,30,47,59,25,43,55,2,51,77,80,97,60,9,33,88,7,76,82,24,64,8
73,74,16,75,66,64,30,91,81,80,50,26,44,70,85,48,51,27,53,69,50,81,10
74,75,10,23,97,52,57,50,78,74,42,50,45,70,32,30,32,75,13,50,17,89,7
75,76,52,31,35,56,45,50,75,66,70,5,51,50,55,8,67,65,9,29,10,13,5
76,77,58,24,52,64,94,76,37,60,31,20,11,83,6,94,13,84,53,95,64,97,6
77,78,40,28,22,19,65,44,97,25,81,17,30,84,91,34,73,46,90,36,6,97,4
78,79,71,10,82,77,99,18,29,59,57,77,44,25,69,24,38,36,66,77,30,81,4
79,80,75,79,8,2,24,99,71,87,95,59,11,47,23,55,82,46,9,43,46,2,4
80,81,84,51,6,68,25,11,27,27,63,98,4,78,25,26,26,93,97,24,63,20,2
81,82,18,60,49,60,47,24,8,54,9,37,15,15,62,14,24,49,27,63,95,12,1
82,83,4,13,64,61,2,96,12,92,63,92,88,84,86,9,85,63,12,66,52,26,7
83,84,7,42,41,21,88,66,62,49,27,90,30,94,43,81,7,96,47,64,8,56,10
84,85,85,41,51,14,69,40,25,39,90,76,47,25,79,64,77,34,50,54,35,30,7
85,86,10,20,28,65,89,83,53,19,8,71,60,13,3,42,19,42,16,43,31,31,1
86,87,97,41,45,76,41,54,87,16,80,63,44,91,65,61,61,4,53,65,19,62,8
87,88,53,12,56,70,41,81,22,71,15,68,95,15,36,30,30,69,46,58,98,73,8
88,89,83,77,55,55,6,41,52,96,29,27,28,31,22,48,79,71,56,91,47,2,8
89,90,57,86,9,25,83,83,43,11,59,60,12,66,45,51,20,21,52,53,6,54,8
90,91,15,1,80,49,24,56,33,15,51,1,54,48,27,1,16,24,29,89,63,83,3
