,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,2,6,23,33,4,88,13,65,52,24,13,70,9,25,95,44,93,89,8,2,4
1,2,79,46,61,35,52,97,97,38,71,69,29,16,27,5,8,13,45,77,98,33,1
2,3,68,13,58,81,59,66,2,75,18,75,18,11,3,26,48,5,87,3,81,61,3
3,4,92,3,32,6,44,5,75,3,73,45,84,12,84,90,72,92,61,18,85,6,8
4,5,42,88,12,96,2,30,21,61,81,40,56,5,92,7,93,21,45,24,95,11,3
5,6,26,35,93,43,20,40,94,83,41,38,44,58,39,18,58,75,34,4,9,17,8
6,7,31,33,49,63,47,78,82,99,85,83,93,29,82,78,93,85,57,92,37,3,5
7,8,38,86,28,10,67,17,39,24,43,65,82,31,84,75,45,80,3,36,41,36,8
8,9,82,95,10,93,95,2,5,15,53,39,40,12,71,14,19,43,6,56,60,71,9
9,10,93,77,57,23,34,92,80,96,93,29,91,20,91,65,71,56,19,24,69,71,5
10,11,70,37,13,13,86,22,77,67,4,45,33,63,1,7,17,6,70,77,32,68,6
11,12,69,58,71,78,30,76,77,37,25,77,55,65,38,19,39,88,42,64,79,83,8
12,13,26,17,31,29,26,8,56,6,56,49,46,60,60,24,12,49,71,58,55,97,10
13,14,86,28,98,86,60,52,70,5,49,49,59,24,97,37,53,33,53,96,46,87,10
14,15,55,9,64,33,38,58,70,53,41,1,33,56,69,16,67,5,48,91,32,4,9
15,16,25,95,76,67,84,92,49,64,89,95,8,80,71,6,73,71,26,56,65,46,3
16,17,87,17,75,43,13,85,85,44,51,42,25,70,44,88,18,29,79,91,27,91,4
17,18,2,25,83,33,43,96,75,41,56,8,87,64,9,66,1,93,91,85,14,76,10
18,19,52,85,2,38,59,33,51,58,40,93,35,23,81,90,40,44,98,76,84,38,9
19,20,70,13,64,24,91,34,10,77,73,34,23,15,89,36,30,64,44,64,92,55,4
20,21,95,35,29,48,15,11,46,40,93,93,66,18,84,11,31,91,29,39,3,32,10
21,22,97,85,53,4,9,39,52,10,69,70,42,53,45,61,94,73,57,19,49,71,4
22,23,76,67,10,61,5,36,28,44,57,64,85,74,7,82,46,91,86,15,75,10,2
23,24,12,54,26,5,53,95,8,26,29,72,60,93,2,65,45,72,1,73,44,51,6
24,25,33,68,39,29,67,45,2,82,68,73,33,67,51,7,72,53,70,67,57,70,1
25,26,3,81,46,50,99,92,70,19,8,45,46,26,76,22,97,94,21,97,4,6,5
26,27,83,68,76,92,42,4,67,38,10,80,82,10,52,24,64,4,80,79,26,37,1
27,28,22,44,92,35,63,9,48,55,58,90,42,68,72,28,27,71,24,94,98,64,4
28,29,43,89,84,89,20,38,42,36,70,99,79,53,44,62,87,52,73,20,22,50,1
29,30,15,30,52,81,24,56,73,49,94,10,51,37,17,43,65,68,38,32,81,84,3
30,31,72,39,56,65,96,25,95,69,59,60,62,53,63,71,19,33,83,62,30,40,8
31,32,84,71,58,74,19,84,86,42,68,26,12,70,87,62,53,99,41,88,40,89,4
32,33,76,95,88,32,81,16,13,16,33,38,74,61,84,20,58,98,53,43,91,45,5
33,34,11,36,68,80,84,21,59,16,23,27,43,35,18,24,99,21,12,29,31,51,4
34,35,40,14,25,91,39,16,79,86,92,64,14,74,79,50,57,9,90,86,27,64,9
35,36,57,70,46,11,60,76,23,25,98,87,45,84,37,65,90,47,88,51,48,81,6
