,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,10,16,65,29,90,94,30,9,74,1,41,37,17,12,55,89,63,34,73,79,6
1,2,50,52,55,78,70,14,26,14,93,87,31,31,90,13,66,32,58,37,28,19,9
2,3,94,78,23,24,95,12,29,75,89,10,16,19,81,72,89,12,18,47,8,76,7
3,4,29,34,85,97,89,45,6,5,72,89,89,51,55,35,16,78,89,16,7,86,6
4,5,23,12,13,93,97,63,58,80,43,58,98,51,46,41,90,74,38,1,19,24,4
5,6,4,30,17,85,83,15,52,80,18,51,54,26,49,18,33,82,81,42,91,13,3
6,7,31,82,18,17,1,32,74,65,39,23,97,67,68,63,96,28,83,63,78,49,9
7,8,94,76,87,38,12,22,34,96,44,89,97,74,41,44,91,72,9,86,73,29,1
8,9,31,90,26,79,82,86,63,14,42,34,5,88,95,29,40,92,10,8,23,33,5
9,10,4,10,53,77,69,31,71,75,31,10,3,66,14,76,53,6,94,85,49,63,3
10,11,43,35,41,47,33,95,87,59,70,46,19,51,45,2,64,78,19,28,84,38,9
11,12,72,89,16,56,7,45,10,51,1,45,69,15,5,7,43,74,45,91,39,21,5
12,13,10,41,17,76,40,59,82,40,50,98,12,79,80,22,70,49,61,59,14,4,5
13,14,32,77,88,18,30,70,51,52,21,6,71,62,17,75,5,23,20,86,74,36,6
14,15,36,12,42,55,83,20,42,82,62,11,37,1,31,63,86,33,82,14,68,32,2
15,16,33,97,39,38,80,60,21,32,90,1,97,26,64,60,3,31,18,60,71,64,1
16,17,87,30,72,93,20,1,8,94,43,88,58,81,3,35,59,77,11,80,33,70,3
17,18,92,17,6,64,84,76,43,39,58,8,89,97,39,49,28,65,50,91,10,28,2
18,19,53,91,58,49,24,26,20,49,98,77,76,94,31,32,29,80,85,22,85,47,4
19,20,47,46,95,85,21,50,34,3,98,98,99,13,83,78,67,38,32,57,82,88,3
20,21,82,56,98,75,16,80,81,39,56,50,91,3,71,98,6,73,30,20,26,16,6
21,22,55,97,83,57,42,91,27,75,9,93,33,72,88,69,87,15,36,85,38,63,4
22,23,68,15,38,58,79,35,52,51,51,86,15,53,31,82,11,62,24,2,29,59,3
23,24,11,12,2,83,35,12,47,75,37,7,64,61,4,51,60,35,22,17,19,62,8
24,25,55,61,22,88,84,72,17,68,39,28,97,88,99,90,17,83,20,97,51,89,2
