,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,86,35,41,97,25,86,84,98,95,95,76,28,70,21,79,24,65,37,3,16,7
1,2,40,96,59,68,33,12,25,4,47,77,79,27,14,23,78,24,32,85,33,51,2
2,3,81,85,67,2,66,21,82,60,93,7,85,60,45,30,65,79,60,61,83,48,8
3,4,36,5,5,57,79,17,5,80,38,52,43,68,47,79,92,5,12,79,86,27,4
4,5,82,34,79,93,21,87,39,15,10,85,44,55,93,90,50,33,89,35,56,7,8
5,6,34,23,86,58,19,42,93,19,4,93,44,72,78,20,96,18,66,93,95,58,1
6,7,98,98,66,1,92,53,66,60,78,52,6,14,22,42,70,86,74,13,19,47,8
7,8,20,50,7,89,73,90,97,59,88,18,31,69,17,84,70,13,39,40,89,32,2
8,9,16,52,60,4,84,95,59,15,63,36,11,20,71,87,72,89,27,18,71,93,9
9,10,94,66,24,37,75,43,67,72,58,22,77,12,93,52,12,27,48,13,36,49,10
10,11,68,8,34,26,15,94,24,46,27,63,79,51,60,8,19,19,36,89,14,50,3
11,12,28,95,36,4,44,60,73,45,29,32,25,65,76,94,89,85,59,64,82,27,3
12,13,27,77,25,55,4,96,63,23,43,19,22,88,51,49,88,45,81,31,52,21,9
13,14,56,33,9,45,6,70,7,77,88,9,78,63,26,82,73,73,59,18,57,35,5
14,15,12,85,96,66,7,40,42,77,76,70,51,80,17,80,82,25,72,21,77,22,3
15,16,71,23,36,27,82,32,41,91,34,18,46,78,85,12,70,9,28,68,81,15,9
16,17,50,75,44,24,96,79,22,62,68,91,62,60,16,91,91,40,50,51,3,99,7
17,18,50,12,55,8,5,88,46,74,47,56,63,57,2,85,52,60,6,87,66,57,8
18,19,62,92,82,17,98,9,56,16,66,80,72,16,71,46,72,45,87,75,24,42,2
19,20,62,45,27,8,55,31,77,47,6,51,79,46,1,64,41,5,69,93,25,18,7
20,21,93,40,23,79,23,49,58,28,65,45,46,90,58,26,9,91,36,43,54,97,2
21,22,98,75,27,22,84,45,91,39,29,1,2,41,32,52,24,19,44,79,17,50,2
22,23,75,99,23,21,57,60,11,90,75,60,11,6,40,97,80,77,7,25,22,53,3
23,24,24,50,48,86,10,26,56,28,31,97,33,19,51,40,13,40,73,54,57,80,5
24,25,46,2,73,41,27,63,33,18,33,6,95,29,34,24,93,24,88,56,88,44,2
25,26,16,29,6,65,89,28,35,16,19,83,67,99,46,16,65,42,59,83,21,89,2
26,27,35,83,7,28,4,18,98,55,99,25,16,96,29,78,34,61,40,81,24,25,8
27,28,92,91,38,30,43,22,4,1,9,22,81,37,60,4,16,18,26,92,71,56,3
28,29,38,25,52,3,39,32,22,59,55,87,61,13,85,86,33,49,36,44,13,63,5
29,30,62,33,99,58,57,38,96,90,66,16,24,93,92,49,70,16,39,2,95,30,7
30,31,48,76,44,76,46,98,94,63,75,90,33,70,53,41,81,29,91,90,60,36,4
31,32,45,87,95,97,24,17,5,13,89,91,37,3,56,83,8,94,18,24,30,14,9
32,33,8,85,63,46,25,60,86,64,29,75,34,1,92,38,21,73,57,56,26,61,4
33,34,74,93,36,44,12,57,86,47,93,98,17,29,55,56,61,57,55,63,15,2,1
34,35,11,62,76,8,52,57,4,31,44,74,90,8,20,59,82,35,35,91,5,84,6
35,36,17,53,48,78,39,89,39,77,69,36,28,23,21,50,61,71,34,5,57,79,2
36,37,93,64,91,8,79,2,35,98,22,63,66,33,96,4,68,14,82,95,50,67,10
37,38,66,38,58,93,67,18,36,79,95,45,55,23,31,16,25,73,66,91,4,89,3
38,39,81,56,85,83,6,41,24,19,37,43,35,91,38,62,86,39,97,50,25,57,2
39,40,2,10,25,94,81,30,3,84,34,27,40,73,17,6,54,22,16,93,37,84,6
40,41,23,59,29,88,99,95,34,1,95,32,36,28,29,89,74,3,12,52,79,98,3
41,42,89,74,85,28,66,14,44,81,57,78,29,47,41,43,29,72,79,73,1,51,7
42,43,95,75,68,70,74,21,94,10,53,74,88,38,99,51,9,30,89,83,19,33,5
43,44,72,94,26,2,75,10,56,28,73,67,63,5,32,69,71,77,35,48,48,60,2
44,45,47,83,9,59,64,2,56,4,5,46,48,89,45,93,26,85,44,59,97,49,9
45,46,65,56,75,47,47,66,74,25,29,69,63,18,69,76,81,33,85,28,2,52,7
46,47,89,85,77,72,80,40,64,1,73,25,69,99,77,78,79,38,76,45,3,30,5
47,48,54,14,14,30,7,9,92,44,95,67,34,7,30,81,27,56,88,90,73,12,5
48,49,82,92,84,55,6,38,69,18,16,92,28,27,23,80,75,37,98,87,4,24,1
49,50,45,52,83,43,77,30,56,69,98,34,43,51,81,39,30,89,44,79,91,53,4
