,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,86,35,41,97,25,86,84,98,95,95,76,28,70,21,79,24,65,37,3,16,1
1,2,40,96,59,68,33,12,25,4,47,77,79,27,14,23,78,24,32,85,33,51,5
2,3,81,85,67,2,66,21,82,60,93,7,85,60,45,30,65,79,60,61,83,48,10
3,4,36,5,5,57,79,17,5,80,38,52,43,68,47,79,92,5,12,79,86,27,8
4,5,82,34,79,93,21,87,39,15,10,85,44,55,93,90,50,33,89,35,56,7,2
5,6,34,23,86,58,19,42,93,19,4,93,44,72,78,20,96,18,66,93,95,58,7
6,7,98,98,66,1,92,53,66,60,78,52,6,14,22,42,70,86,74,13,19,47,2
7,8,20,50,7,89,73,90,97,59,88,18,31,69,17,84,70,13,39,40,89,32,6
8,9,16,52,60,4,84,95,59,15,63,36,11,20,71,87,72,89,27,18,71,93,6
9,10,94,66,24,37,75,43,67,72,58,22,77,12,93,52,12,27,48,13,36,49,9
10,11,68,8,34,26,15,94,24,46,27,63,79,51,60,8,19,19,36,89,14,50,9
11,12,28,95,36,4,44,60,73,45,29,32,25,65,76,94,89,85,59,64,82,27,8
12,13,27,77,25,55,4,96,63,23,43,19,22,88,51,49,88,45,81,31,52,21,3
13,14,56,33,9,45,6,70,7,77,88,9,78,63,26,82,73,73,59,18,57,35,8
14,15,12,85,96,66,7,40,42,77,76,70,51,80,17,80,82,25,72,21,77,22,4
15,16,71,23,36,27,82,32,41,91,34,18,46,78,85,12,70,9,28,68,81,15,6
16,17,50,75,44,24,96,79,22,62,68,91,62,60,16,91,91,40,50,51,3,99,7
17,18,50,12,55,8,5,88,46,74,47,56,63,57,2,85,52,60,6,87,66,57,1
18,19,62,92,82,17,98,9,56,16,66,80,72,16,71,46,72,45,87,75,24,42,3
19,20,62,45,27,8,55,31,77,47,6,51,79,46,1,64,41,5,69,93,25,18,5
20,21,93,40,23,79,23,49,58,28,65,45,46,90,58,26,9,91,36,43,54,97,2
