,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,74,80,57,5,49,36,61,99,75,73,64,45,62,49,85,60,21,77,57,42,3
1,2,6,19,71,51,57,99,49,54,6,81,36,92,34,13,83,16,7,85,91,29,4
2,3,10,81,1,6,70,58,5,77,31,31,77,26,33,91,33,64,26,80,54,67,6
3,4,72,34,9,59,51,95,25,26,65,26,93,79,48,40,6,44,19,40,97,5,3
4,5,35,51,97,58,17,2,52,2,28,34,33,32,67,87,75,94,90,82,68,2,5
5,6,66,80,34,50,34,12,12,78,56,37,87,82,74,30,4,95,39,47,93,25,1
6,7,66,42,2,93,81,62,26,36,11,74,69,29,17,35,42,1,57,31,79,2,2
7,8,79,66,37,62,54,1,4,8,33,89,54,95,11,94,24,44,40,95,13,36,4
8,9,99,83,91,32,49,80,90,19,15,4,27,45,13,66,70,55,75,50,4,23,6
9,10,6,12,20,99,40,12,1,70,44,66,91,86,81,14,80,43,24,3,80,76,9
10,11,29,50,84,83,88,91,81,79,8,98,46,11,32,23,65,18,2,70,55,87,3
11,12,22,75,12,16,78,84,40,74,33,19,68,68,74,63,26,55,57,47,27,67,4
12,13,2,89,76,86,31,76,55,39,34,99,76,6,2,57,72,99,78,21,78,93,8
13,14,4,57,41,65,80,38,55,61,4,29,74,48,18,45,71,2,50,31,39,84,5
14,15,47,87,98,50,23,77,88,54,72,45,19,61,58,30,96,27,22,59,24,54,3
15,16,35,20,77,70,88,6,81,34,33,92,16,50,99,55,28,36,94,36,5,11,8
16,17,25,25,64,57,78,3,7,54,89,64,82,91,93,45,69,23,8,43,32,95,5
17,18,15,49,46,8,95,89,94,90,81,19,13,25,27,68,49,30,74,11,2,18,7
18,19,60,93,90,39,30,33,63,8,50,1,90,61,87,73,37,75,77,32,30,27,8
19,20,12,30,70,60,7,64,24,48,51,40,16,11,85,73,94,19,6,56,83,9,9
20,21,79,84,1,8,27,91,45,81,33,86,65,34,85,85,3,79,80,66,23,4,4
21,22,48,1,97,88,25,69,70,31,86,52,70,65,7,48,63,14,27,79,10,85,6
22,23,48,3,16,52,44,82,42,46,75,16,74,3,37,41,4,25,16,25,92,49,6
23,24,86,22,59,51,10,6,23,30,94,77,11,67,5,99,26,7,61,41,31,14,1
24,25,49,76,48,47,60,88,72,94,71,59,26,89,83,8,32,30,70,47,34,6,7
25,26,50,99,35,45,9,74,98,83,62,58,48,52,77,73,54,92,9,53,10,32,3
26,27,6,21,57,95,69,38,34,98,10,61,94,31,11,25,75,49,86,44,28,38,5
27,28,26,87,54,94,34,41,86,45,52,18,87,15,36,60,61,95,77,32,75,24,4
28,29,42,6,36,48,30,87,29,96,76,33,32,90,59,34,28,87,68,58,96,96,9
29,30,93,10,80,92,60,26,41,8,23,97,67,12,42,32,7,83,26,12,52,90,3
30,31,51,51,14,59,64,6,23,41,79,36,44,56,2,78,46,64,65,27,41,86,10
31,32,54,19,81,56,99,81,5,84,30,21,56,41,36,40,14,31,97,19,38,7,6
32,33,3,84,51,32,47,35,93,93,13,14,81,16,48,16,17,92,13,41,34,40,10
33,34,62,7,14,3,9,24,87,98,51,74,84,97,1,62,43,69,13,73,15,46,5
34,35,58,85,84,53,21,33,83,21,39,28,87,33,43,11,3,89,60,47,34,58,8
35,36,90,84,58,24,41,77,66,98,51,79,76,27,11,61,9,29,49,70,13,85,9
36,37,46,82,9,29,12,8,3,3,25,73,63,49,40,64,74,81,85,25,86,11,1
37,38,17,75,41,77,10,80,75,74,30,10,98,24,34,2,77,39,62,24,51,5,2
38,39,48,67,28,84,5,11,34,99,79,15,93,61,58,19,4,16,33,79,60,26,2
39,40,14,20,57,59,89,97,71,44,92,18,51,3,29,97,90,92,92,51,98,93,9
40,41,27,92,25,56,40,85,77,38,63,88,71,14,58,42,92,63,43,14,7,46,7
41,42,68,74,8,73,77,61,64,21,5,67,60,81,32,53,8,62,20,10,61,11,4
42,43,23,31,98,78,50,62,53,84,22,81,78,7,98,31,60,91,12,49,93,15,3
43,44,30,21,52,90,87,96,84,16,78,8,41,38,41,65,83,6,80,32,49,6,7
44,45,7,95,58,64,64,27,85,9,48,62,48,79,84,74,36,53,33,92,52,68,1
45,46,60,84,64,59,90,8,94,51,74,74,2,90,52,34,48,65,13,80,56,92,6
46,47,12,37,11,59,41,36,32,4,93,57,13,53,62,60,13,25,31,9,67,85,4
47,48,98,79,24,81,53,37,84,92,34,12,55,41,38,25,11,29,41,57,50,52,2
48,49,40,52,80,51,65,51,24,36,8,45,13,37,28,18,94,85,89,87,8,41,2
49,50,84,50,33,67,92,66,23,46,83,56,72,9,44,38,39,56,34,8,15,55,5
50,51,62,78,56,65,14,40,74,17,78,49,86,36,63,31,12,43,18,65,35,30,10
51,52,71,48,87,14,1,1,79,87,8,74,96,69,62,35,31,91,83,43,94,41,10
52,53,11,21,20,63,16,2,49,34,88,79,77,83,62,62,22,35,79,48,38,67,8
53,54,77,40,96,64,42,47,93,80,67,52,45,98,25,99,79,29,99,69,46,35,9
54,55,26,6,56,14,83,58,95,80,90,84,78,73,14,8,39,52,18,54,23,61,1
55,56,75,67,70,70,68,9,81,66,4,89,64,55,5,67,56,64,76,20,39,12,4
56,57,53,23,36,32,75,86,63,29,34,15,18,97,46,2,13,28,90,18,6,19,3
57,58,50,72,17,98,15,2,69,77,3,34,86,66,72,32,69,21,81,23,58,17,6
58,59,97,69,91,51,32,72,82,58,51,87,15,75,90,26,18,21,4,95,79,85,5
59,60,93,64,15,94,45,15,26,31,59,88,48,86,88,37,11,8,75,15,66,34,3
60,61,52,58,52,29,60,78,68,88,40,85,23,30,93,61,41,7,77,97,56,98,9
61,62,52,71,92,11,58,39,50,10,15,74,1,32,55,52,57,95,88,4,80,64,10
62,63,1,17,99,51,84,8,11,8,81,12,43,8,4,43,4,6,83,7,27,6,9
63,64,85,91,16,61,71,48,12,55,82,93,92,19,59,50,76,74,2,57,83,33,7
64,65,35,21,51,47,28,33,59,83,86,91,57,81,76,56,89,53,44,37,53,5,7
65,66,27,7,94,21,9,41,87,42,57,15,85,67,55,74,70,74,34,30,17,22,8
66,67,97,78,22,62,98,45,64,98,56,83,37,78,55,8,68,86,48,3,21,64,2
67,68,56,73,26,35,32,13,94,80,22,53,1,70,5,96,92,36,71,17,76,95,4
68,69,11,66,40,93,80,79,28,21,43,72,70,27,82,25,6,28,83,35,14,90,1
69,70,31,70,29,71,55,40,57,63,93,66,31,10,68,3,65,32,46,36,9,98,2
70,71,8,59,88,14,77,39,16,20,59,8,84,22,63,38,45,41,22,55,8,96,4
71,72,76,7,24,46,19,17,28,50,96,3,8,22,26,96,77,38,70,67,48,96,5
72,73,65,13,69,18,91,47,28,98,5,49,92,2,17,6,21,1,85,35,28,74,2
73,74,4,75,71,46,32,36,83,46,59,71,71,23,24,14,71,91,99,53,55,3,4
74,75,88,92,9,99,82,76,63,73,58,81,50,33,6,27,57,64,75,92,65,65,9
75,76,26,34,55,79,16,44,91,19,55,60,36,18,47,88,44,14,8,66,58,73,6
76,77,18,7,94,75,99,91,51,58,92,24,7,85,67,97,62,22,66,52,56,46,8
77,78,57,41,89,33,23,22,24,65,95,44,72,34,70,86,10,89,34,15,23,65,9
78,79,22,49,53,34,82,3,18,92,56,80,13,5,81,49,88,61,41,84,22,57,6
79,80,79,23,96,67,51,6,38,41,57,72,76,38,12,84,79,52,15,81,4,9,7
80,81,33,43,8,54,12,43,45,57,36,50,83,19,97,9,17,66,77,15,33,92,7
81,82,56,6,63,44,70,16,93,99,90,90,1,20,33,20,89,41,19,5,22,75,3
82,83,38,53,45,94,91,73,79,68,23,39,21,12,88,88,7,99,92,36,23,79,9
83,84,97,21,14,6,3,81,70,32,4,7,97,53,91,70,64,7,25,34,35,75,4
84,85,70,9,18,29,76,12,25,86,9,63,90,68,98,4,41,17,68,82,28,99,3
85,86,94,87,9,75,38,48,3,64,37,87,22,36,80,11,21,1,10,92,81,35,7
86,87,3,32,22,36,53,4,89,82,77,42,70,54,40,34,41,61,23,16,36,30,9
87,88,97,29,40,19,32,71,5,1,62,79,22,8,10,35,41,78,53,67,78,93,8
88,89,87,49,70,59,39,1,60,61,82,26,34,3,46,74,95,9,79,85,89,32,1
89,90,40,11,54,17,61,16,34,14,37,60,88,18,30,4,69,8,4,76,61,44,2
90,91,81,73,68,54,10,23,54,6,58,98,26,67,10,71,70,6,47,52,58,52,10
91,92,51,95,57,91,70,63,72,34,80,79,11,64,94,21,84,71,12,74,49,39,7
92,93,8,31,39,14,33,69,40,66,78,26,85,97,32,16,75,63,19,95,89,80,4
93,94,23,79,60,63,41,9,99,54,9,8,43,83,18,2,24,2,48,83,40,59,2
94,95,72,41,82,77,78,40,13,72,4,9,71,93,17,67,62,79,48,42,63,48,6
95,96,22,83,21,56,30,19,49,96,39,27,58,54,86,82,94,54,65,50,37,36,1
96,97,66,7,40,19,95,52,88,72,57,33,10,17,5,72,93,58,79,25,40,32,3
97,98,66,31,97,67,88,36,66,57,58,55,2,9,71,30,67,72,19,45,50,31,6
98,99,19,16,37,18,86,66,61,25,9,32,5,20,43,98,74,8,32,77,33,2,7
99,100,47,70,26,12,60,53,27,97,55,12,9,36,17,34,14,7,64,57,87,30,7
