,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,73,13,6,1,29,28,72,76,86,48,94,18,32,24,33,63,11,16,69,40,8
1,2,38,20,45,78,61,30,80,16,57,50,2,32,97,86,27,35,76,51,66,54,1
2,3,71,42,35,41,23,64,80,57,29,5,8,67,43,97,8,25,61,46,84,50,2
3,4,54,30,77,89,77,34,3,89,43,82,52,63,24,94,99,88,19,91,91,17,6
4,5,78,91,33,71,5,29,85,36,29,70,55,65,74,85,57,47,39,36,15,83,1
5,6,93,91,53,83,42,36,68,20,80,81,33,55,34,35,34,29,88,61,9,11,6
6,7,76,44,78,62,99,80,86,77,64,68,45,61,28,42,85,85,63,92,1,69,4
7,8,14,6,60,4,53,49,12,66,75,69,38,28,85,28,73,20,96,58,32,18,1
8,9,18,71,72,49,26,32,40,89,36,43,69,26,58,11,48,35,44,35,69,67,8
9,10,81,78,18,24,61,54,41,11,55,71,56,96,90,5,86,97,47,12,10,27,8
10,11,63,69,97,60,71,3,13,69,66,9,7,6,91,83,34,44,90,54,94,46,7
11,12,6,35,23,33,1,79,68,78,89,94,52,91,40,1,23,17,60,38,37,49,1
12,13,85,27,63,27,56,9,88,94,18,57,85,68,93,95,36,50,20,12,33,76,2
13,14,76,88,73,59,40,71,20,94,52,76,25,82,50,72,43,21,34,67,82,15,3
14,15,7,56,28,37,51,95,18,28,35,42,51,60,31,88,72,31,10,8,8,78,4
15,16,32,18,14,26,46,85,86,43,46,88,5,51,57,95,50,27,76,37,4,16,1
16,17,99,93,28,82,5,40,92,66,32,62,11,4,89,23,32,96,24,56,80,8,1
17,18,30,86,53,88,1,24,70,49,23,90,85,38,54,97,13,78,2,51,38,54,3
18,19,39,81,10,50,87,39,93,11,16,37,43,27,86,87,80,37,61,59,58,48,6
19,20,2,12,47,39,60,60,99,79,55,36,16,70,38,7,73,80,16,50,32,98,5
20,21,75,15,81,19,90,59,66,42,31,62,88,73,39,70,10,25,12,47,1,4,2
21,22,85,49,31,93,35,82,7,19,94,47,95,20,23,98,40,46,74,47,96,58,2
22,23,62,37,4,98,57,5,55,35,88,36,77,43,3,11,38,40,73,17,92,32,4
23,24,65,57,43,43,36,94,3,48,95,30,80,32,94,41,2,23,21,25,13,65,2
24,25,75,78,89,36,51,96,58,90,76,15,87,47,72,47,13,37,28,29,62,22,6
25,26,44,34,46,66,99,75,30,76,72,97,12,54,2,85,74,93,19,97,19,32,8
26,27,80,70,77,6,10,63,33,23,3,74,14,6,31,93,56,92,11,74,58,71,5
27,28,73,27,94,49,69,3,29,35,11,67,72,81,44,70,69,55,75,87,13,46,2
28,29,26,77,65,68,24,1,41,16,54,31,24,73,90,65,9,10,26,68,94,11,9
29,30,69,46,22,40,90,22,11,32,91,5,36,90,98,48,96,30,63,33,40,46,9
30,31,56,93,6,31,76,26,27,90,10,44,60,75,23,90,81,90,16,81,44,15,6
31,32,67,8,18,39,87,92,14,20,23,90,38,8,23,83,84,34,7,16,58,87,7
32,33,92,81,17,62,29,49,34,52,60,46,16,85,62,24,99,37,29,69,13,59,3
33,34,43,60,60,35,97,35,99,71,62,73,20,75,82,23,66,17,67,51,87,91,1
34,35,1,18,23,23,35,43,81,64,40,70,63,1,3,46,36,76,40,80,84,33,9
35,36,28,56,24,8,94,99,81,98,26,72,56,82,36,55,12,53,97,54,62,17,10
36,37,89,74,60,57,8,9,18,27,27,13,93,50,73,43,25,73,89,81,72,43,9
37,38,8,92,90,97,42,19,40,68,36,26,16,40,92,54,40,97,66,23,89,38,6
38,39,6,97,85,27,54,55,97,10,25,45,53,4,14,25,46,19,58,92,81,84,4
39,40,95,22,7,23,80,75,72,19,34,72,36,41,93,12,20,25,76,74,71,57,8
40,41,20,60,57,30,40,78,21,8,4,74,49,87,64,30,61,35,89,32,75,51,3
41,42,45,76,37,12,73,45,20,73,24,16,14,70,82,27,81,22,83,25,45,60,9
42,43,99,89,48,12,40,21,24,64,45,41,75,58,28,19,7,21,85,19,17,2,2
43,44,7,14,60,61,77,74,37,65,54,6,49,97,91,4,90,39,89,60,12,62,1
44,45,74,12,98,5,48,24,39,54,49,8,33,77,74,18,73,25,6,67,57,44,8
45,46,39,65,14,67,97,35,36,11,74,64,64,49,14,87,77,14,61,5,66,39,4
46,47,4,89,77,71,90,88,72,76,46,23,29,88,80,5,60,89,7,57,66,6,10
47,48,56,77,21,29,59,14,10,79,69,31,35,82,80,99,14,39,22,2,42,84,8
48,49,31,70,53,52,98,23,59,21,15,48,53,15,55,58,25,45,89,99,45,96,2
49,50,32,46,36,57,31,96,83,95,37,17,22,64,80,61,60,9,27,72,36,8,3
50,51,4,68,72,89,76,23,50,50,51,63,25,78,35,86,5,47,86,18,45,28,5
51,52,87,84,20,94,98,27,54,11,7,56,35,54,75,98,64,2,72,97,39,92,2
52,53,77,29,90,55,88,17,35,88,40,47,7,2,42,20,67,96,76,38,46,83,9
53,54,2,30,17,20,13,38,57,15,72,87,70,16,45,78,42,64,29,71,62,56,10
54,55,18,75,3,15,22,84,33,67,92,33,37,71,61,26,49,9,83,80,34,69,10
55,56,22,3,78,92,83,58,79,51,43,58,61,85,60,73,78,31,76,42,67,13,2
56,57,76,64,80,93,98,64,87,30,23,75,51,14,5,89,56,27,51,56,16,32,6
