,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,35,4,65,88,18,18,2,80,5,83,12,16,74,19,8,26,36,96,29,1,8
1,2,13,96,34,2,61,56,71,98,82,7,47,66,48,90,75,36,65,28,98,34,2
2,3,4,5,66,11,42,57,46,8,6,61,84,43,1,28,22,67,37,55,46,97,2
3,4,87,35,76,95,86,40,69,64,68,72,9,68,71,24,43,75,76,81,28,66,10
4,5,7,33,91,99,97,25,87,45,76,63,96,13,22,43,77,36,37,39,53,53,1
5,6,44,51,46,33,24,39,93,44,81,14,67,90,41,38,43,13,22,21,16,23,3
6,7,29,21,42,9,60,40,10,98,21,85,99,28,82,7,11,58,2,53,80,68,10
7,8,9,62,94,18,59,21,99,31,97,84,67,71,97,82,50,32,63,89,84,54,7
8,9,97,39,29,29,3,86,63,32,17,8,17,72,75,2,21,23,87,87,39,46,2
9,10,48,57,54,9,70,96,63,6,68,50,57,32,40,50,92,55,93,51,98,2,3
10,11,67,12,51,72,34,36,19,3,42,74,33,63,10,22,35,34,97,88,94,49,8
11,12,35,6,69,70,27,3,81,34,94,89,37,79,76,81,2,54,36,87,63,3,9
12,13,21,47,98,72,44,34,78,97,95,64,41,74,10,81,49,93,67,29,22,1,4
13,14,46,12,64,56,13,42,24,57,14,11,70,10,12,14,32,86,31,76,2,92,8
14,15,67,64,28,10,53,3,12,23,34,81,14,40,67,40,12,59,79,87,7,63,2
15,16,19,58,27,87,37,5,42,27,29,24,84,37,56,56,7,55,91,35,21,31,1
16,17,40,39,58,48,94,60,81,41,8,33,66,61,98,35,28,4,68,85,57,24,2
17,18,34,72,35,15,52,31,27,39,40,24,43,92,98,21,80,12,5,95,70,60,10
18,19,64,65,18,4,52,33,65,98,59,51,65,68,66,16,71,17,48,66,12,17,8
19,20,56,51,47,43,27,41,57,37,81,19,40,73,9,62,92,29,3,21,25,42,4
20,21,31,80,40,49,14,13,72,67,12,3,70,65,58,60,54,77,80,72,93,85,5
21,22,92,64,83,92,99,43,87,24,45,49,73,12,56,44,22,40,61,87,72,35,5
22,23,94,65,99,66,16,63,22,69,81,31,21,15,62,76,88,65,96,41,48,57,4
23,24,62,56,69,24,85,25,11,90,22,73,2,39,79,56,77,23,5,48,30,48,9
24,25,20,55,79,72,18,81,82,57,79,81,9,82,58,36,30,55,39,82,17,21,10
25,26,49,76,18,8,33,75,78,35,84,23,35,83,28,69,91,32,43,62,61,35,5
26,27,39,54,70,13,99,81,20,29,53,7,33,86,69,70,80,57,33,14,85,58,4
27,28,73,88,49,53,30,99,66,49,50,54,19,12,65,5,48,92,58,98,28,29,5
28,29,73,29,87,45,84,2,63,58,25,36,83,92,77,11,61,80,1,24,27,64,3
29,30,4,47,12,34,63,45,12,23,32,54,80,80,22,76,28,40,91,74,58,91,5
30,31,91,62,85,95,38,42,52,87,14,63,70,70,16,68,46,85,27,15,3,58,4
31,32,23,55,39,20,83,80,30,38,63,79,7,81,21,57,84,86,26,30,19,50,5
32,33,55,53,25,66,37,29,44,66,12,54,91,50,25,87,4,42,90,73,26,25,1
33,34,80,60,30,72,89,35,14,80,59,72,5,8,11,22,73,59,64,83,89,80,3
34,35,40,93,88,12,77,31,14,73,73,46,13,11,56,30,79,93,26,87,66,84,5
35,36,39,66,48,51,80,17,1,65,83,98,12,32,8,29,1,26,28,96,74,67,7
36,37,44,65,57,10,35,67,89,60,28,30,53,39,17,83,12,93,25,49,83,43,9
37,38,23,96,29,95,25,63,69,21,14,63,7,50,5,58,9,69,97,39,79,31,10
38,39,52,21,91,81,91,52,10,39,57,13,17,8,89,84,77,22,79,79,56,11,4
39,40,20,3,83,64,79,60,47,45,80,99,99,91,46,35,18,33,36,76,81,52,6
40,41,64,86,63,3,80,65,31,64,70,1,37,92,85,30,85,11,80,58,65,8,1
41,42,67,10,65,44,56,32,17,15,44,89,26,2,78,52,1,46,27,28,49,78,6
42,43,1,41,57,52,64,12,1,9,93,25,33,98,79,90,50,45,99,14,86,78,4
43,44,89,82,50,20,73,13,22,98,33,59,58,62,32,66,63,45,42,14,71,9,1
44,45,54,43,36,35,46,34,76,71,60,34,11,10,72,54,88,27,20,28,15,12,8
45,46,12,46,53,21,6,32,30,37,57,84,42,11,18,5,60,16,23,24,7,70,2
46,47,70,24,40,86,57,97,79,2,74,96,23,66,59,17,3,25,1,77,86,66,8
47,48,19,35,35,10,42,61,5,66,97,88,66,27,89,42,43,73,11,69,10,9,4
48,49,99,78,8,6,5,63,40,3,18,19,77,9,91,33,47,71,70,52,23,15,7
49,50,18,27,85,89,61,76,88,26,53,47,24,1,68,48,20,18,52,36,11,9,6
