,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,42,70,66,69,32,5,42,97,17,31,59,19,33,66,32,75,35,79,94,78,8
1,2,1,29,29,60,9,99,38,18,41,53,15,38,96,55,60,86,16,41,45,17,7
2,3,55,73,22,19,21,58,45,19,66,89,42,66,47,44,7,18,13,2,68,25,5
3,4,63,93,24,71,66,58,23,63,28,81,37,84,5,3,42,92,20,23,65,28,5
4,5,98,39,34,58,87,16,99,69,4,99,38,18,99,85,31,92,44,11,26,63,3
5,6,90,35,16,77,38,50,70,66,28,99,68,58,44,38,50,93,24,51,56,81,10
6,7,71,76,81,6,87,64,14,82,65,36,64,99,51,27,88,47,24,90,81,83,7
7,8,67,23,95,39,19,87,50,38,17,61,66,43,3,54,76,75,32,55,14,66,7
8,9,42,99,21,18,61,60,59,25,28,45,56,83,98,7,25,61,35,74,86,92,4
9,10,99,39,76,86,84,48,7,17,66,50,66,55,6,95,55,12,46,93,57,91,5
10,11,49,82,43,69,28,14,73,34,24,78,29,59,56,78,69,79,96,10,4,74,4
11,12,20,38,61,80,17,99,37,10,40,24,18,62,41,91,32,26,35,94,14,46,8
12,13,28,25,34,16,92,17,32,26,50,79,45,70,68,11,78,53,12,22,51,69,3
13,14,63,14,81,45,28,14,66,97,54,49,5,22,94,27,34,51,82,92,7,17,1
14,15,57,59,44,40,59,57,17,64,45,51,91,41,67,19,66,76,50,76,12,55,9
15,16,57,55,16,34,51,76,36,76,17,20,3,80,21,46,90,6,8,47,80,42,5
16,17,13,91,76,61,11,88,56,93,4,16,22,26,56,61,57,19,67,57,33,68,8
17,18,74,41,98,86,64,53,28,21,7,64,30,66,96,91,60,87,85,50,39,52,3
18,19,81,38,68,23,60,9,93,86,79,11,29,72,79,77,4,23,24,80,2,72,2
19,20,54,91,40,34,63,32,83,45,89,87,25,20,56,75,85,52,33,96,68,11,6
20,21,98,10,53,3,24,85,88,83,52,36,57,73,94,47,5,58,1,54,71,3,2
21,22,99,87,86,8,15,88,54,76,39,22,10,93,77,55,73,53,50,93,47,5,1
22,23,69,76,90,23,98,20,21,27,46,99,48,36,1,12,95,61,91,90,48,86,8
23,24,92,28,79,64,28,88,47,26,29,77,81,66,35,79,71,99,71,6,81,68,3
24,25,7,41,65,21,33,75,23,50,20,92,47,99,1,67,76,2,81,38,11,86,4
25,26,87,58,17,5,12,30,91,36,51,30,42,11,20,98,26,75,30,99,26,75,6
26,27,37,12,19,11,42,75,62,66,69,38,42,75,45,26,89,41,80,49,71,49,3
27,28,84,92,94,70,17,36,66,1,52,57,37,22,71,70,1,12,10,71,45,26,6
28,29,85,91,26,33,75,33,89,93,28,75,18,68,54,41,53,22,1,90,12,49,7
29,30,72,93,55,36,93,84,21,75,4,22,41,9,54,67,52,62,56,77,53,3,1
30,31,13,73,6,32,99,59,89,35,73,97,48,61,49,91,54,45,20,52,89,85,1
31,32,6,29,31,8,42,20,59,55,16,37,54,96,70,26,94,2,9,27,55,78,7
32,33,14,70,88,32,76,40,15,95,12,28,36,62,22,92,61,7,11,35,25,97,8
33,34,99,54,78,15,38,33,21,91,55,70,58,60,99,26,48,62,64,7,19,26,6
34,35,88,60,65,81,87,61,6,40,27,43,60,65,82,62,67,3,77,47,75,95,7
35,36,21,90,38,67,74,98,4,55,5,82,58,68,34,97,21,41,99,64,66,63,7
36,37,32,90,74,41,70,61,45,92,52,47,91,93,12,54,99,75,2,71,27,23,2
37,38,1,90,22,36,42,16,47,11,2,88,96,6,92,70,3,80,59,23,2,32,7
38,39,18,90,25,52,1,38,84,38,27,62,98,76,62,50,33,37,13,61,64,72,7
39,40,13,68,82,10,48,18,69,15,74,12,72,68,99,88,28,95,84,29,89,65,4
40,41,38,2,37,30,65,99,53,28,81,56,57,52,99,50,95,39,20,75,82,23,4
41,42,19,1,71,11,3,29,6,20,76,57,63,15,47,97,90,72,97,59,52,20,1
42,43,98,78,43,61,16,40,66,73,10,48,29,94,2,9,37,13,74,71,6,97,6
43,44,52,49,41,96,21,24,9,20,46,29,6,51,76,86,87,5,14,85,57,36,4
44,45,33,58,35,72,43,17,51,21,70,64,45,79,52,82,18,19,79,31,57,91,10
45,46,20,28,70,76,66,66,99,66,23,91,92,88,3,55,75,82,6,45,11,58,4
46,47,48,16,44,84,22,92,8,35,97,30,59,19,23,49,73,53,80,80,71,90,4
47,48,73,49,32,59,97,8,53,55,81,13,99,93,78,49,69,24,10,18,17,27,2
48,49,98,83,70,48,7,58,12,40,54,28,74,17,13,93,23,57,61,5,98,87,2
49,50,53,74,27,24,28,87,15,18,65,37,43,93,27,59,60,10,59,54,84,4,6
