,job,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,w
0,1,93,55,57,23,66,23,53,60,41,92,34,94,93,1,61,60,89,75,57,94,7
1,2,63,13,19,87,57,2,57,12,38,20,10,81,57,50,64,14,60,59,34,78,1
2,3,94,55,64,23,51,41,5,53,59,1,75,57,17,5,6,25,20,31,41,5,9
3,4,73,65,2,35,92,78,72,16,47,67,30,51,99,62,20,42,43,51,20,49,8
4,5,82,97,35,17,43,57,15,76,30,72,92,33,83,37,92,65,2,88,34,87,9
5,6,83,86,97,17,58,86,84,88,95,77,80,12,23,42,67,77,86,49,49,86,3
6,7,19,11,23,30,63,2,71,98,89,25,41,82,8,43,1,46,34,59,36,87,10
7,8,99,17,88,62,37,99,41,44,57,19,85,75,44,9,34,87,44,20,86,50,9
8,9,90,3,50,8,50,59,43,74,68,69,83,11,68,98,30,59,35,11,15,12,10
9,10,71,52,80,30,98,94,99,53,26,71,80,48,56,29,86,34,36,87,11,14,5
10,11,22,3,27,26,64,86,31,93,83,74,41,94,51,41,50,65,56,77,75,47,4
11,12,10,3,42,51,60,24,37,19,80,8,36,74,17,49,42,21,17,68,4,28,1
12,13,7,85,46,95,9,74,79,81,78,10,15,69,85,76,81,92,60,27,41,23,10
13,14,6,27,24,4,95,30,7,47,6,55,23,72,13,50,57,71,56,70,4,64,4
14,15,55,97,93,36,51,17,13,91,71,79,24,25,26,52,3,29,50,64,18,71,6
15,16,41,86,84,92,36,8,52,15,30,82,44,17,2,16,80,49,74,62,39,79,2
16,17,71,38,27,9,31,95,12,8,36,85,83,44,8,13,33,9,86,46,79,43,5
17,18,53,15,97,59,20,89,17,35,61,13,69,62,95,55,87,10,76,21,11,80,10
18,19,52,21,46,36,55,7,63,76,26,8,59,31,36,54,6,77,99,44,69,10,4
19,20,45,13,67,83,51,87,53,85,82,50,2,75,27,98,22,49,45,13,69,70,4
20,21,85,72,37,29,93,14,10,69,50,43,64,13,45,93,84,90,46,44,35,73,6
21,22,40,32,92,36,30,78,80,24,10,78,84,66,32,52,87,24,65,25,13,70,2
22,23,46,93,30,72,76,81,10,70,82,29,30,77,81,20,54,16,71,72,84,42,10
23,24,75,15,58,90,37,64,40,29,82,84,30,6,41,97,24,46,44,76,2,97,10
24,25,16,30,45,85,96,77,35,90,9,91,93,84,95,24,19,37,76,4,63,29,5
25,26,2,47,94,82,74,13,52,75,76,76,30,29,21,88,94,33,34,83,76,43,6
26,27,23,27,83,91,96,68,21,58,44,62,16,62,42,93,28,7,89,69,39,75,5
27,28,12,23,69,47,29,5,64,20,39,85,58,22,71,64,68,11,53,71,4,80,1
28,29,53,48,96,81,12,27,57,93,35,77,28,16,14,7,60,74,13,8,16,42,7
29,30,68,80,49,13,1,97,39,67,84,96,59,47,13,53,99,52,46,99,31,58,8
30,31,59,34,86,98,87,30,71,18,14,37,2,19,13,51,56,34,7,46,43,49,7
31,32,11,75,13,65,22,89,37,28,60,49,71,88,34,18,66,24,43,19,38,13,2
32,33,91,10,11,23,57,70,34,36,55,68,60,64,65,73,52,87,38,88,15,67,2
33,34,49,96,51,3,5,6,72,47,95,37,33,47,72,83,17,33,22,20,72,64,3
34,35,27,94,10,24,85,14,24,89,39,2,47,10,7,48,9,51,44,34,24,59,8
35,36,21,87,36,3,57,8,18,17,37,56,42,69,39,47,83,71,45,21,36,49,9
36,37,65,75,12,24,46,60,11,92,22,60,28,54,83,7,32,93,20,36,90,72,6
37,38,19,49,63,9,94,30,47,50,81,57,22,15,3,64,35,16,13,93,69,61,9
38,39,87,14,21,47,85,55,57,61,65,9,4,15,2,90,54,55,88,38,90,66,10
39,40,24,84,74,67,57,91,19,59,68,25,51,4,80,81,52,42,85,5,26,34,5
40,41,86,72,8,52,3,68,20,9,36,63,85,83,9,60,15,1,52,18,10,43,5
41,42,14,28,5,82,75,38,14,9,87,30,24,88,83,98,48,39,46,43,87,49,6
